,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,周边配套,权属抵押,交通出行,小区介绍,税费解析,户型介绍,售房详情,房源核验码,查询房管备案记录,适宜人群,别墅类型,装修描述,用水类型,用电类型,燃气价格
1703,中吴大道旁高成天鹅湖别墅 毛坯房 房东诚心出售,580万,23200,天宁区茶山,天鹅湖花园,4室2厅1厨3卫,低楼层 (共3层),250㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2022-03-03,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,大户型毛坯房，别墅。可贷款自住出租，出行便利,综合市场，银行交通银行，中国工商银行，中国工商银行，邮政储蓄，绿地公园,,,高成天鹅湖位于常州中吴大道与丽华北路交汇处，集精品住宅丶别墅丶大型主题消费Mall于一体的52万㎡大型人文社区。天鹅湖抢占城市地段：与12.5万平米生态湿地蔷薇公园自然相连，驱车前往市中，6条公交线路贯穿全城。 高成天鹅湖完善规划,此房满二，故个税是1%。契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％,,,,,,,,,,
1704,阳光充足  户型方正，配套设施齐全,90万,11539,天宁区茶山,五角场东村西区,2室1厅1厨1卫,高楼层 (共6层),78㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,暂无数据,无,暂无数据,2020-04-12,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,五角场东村西区 繁华闹市中的净土 诚心出售 满二年..,商场：红梅商场、金叶连锁(林园商场东南)、大润发*市、红星家具装饰城、金太阳家电北环商场、九龙小商品批发市场、世纪联华*市医院：武牧动物医院、武进动物医院，红梅医院、青龙医院九龙门诊部邮局：红梅邮政支局,,公交路线有15路、24路、29路、208路、216路。。。。。。,,此房满2年，无增值税。首套房契税1.5%，二套房契税2%。三套房契税3%。个税1%,,,,,,,,,,
1705,朝阳一村 精装2房，中间楼层，有钥匙看房方便,53.8万,9963,天宁区茶山,东仓桥路,2室1厅1厨1卫,中楼层 (共6层),54㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-11-05,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房权属清晰，房东诚心出售的全明户型，拎包住。看房方便,儿童医院，常州中医院，弟一人民医院，大润发，朝阳菜场，交通便利，出行方便。,,,,契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％,东仓桥， 精装2房，朝南，中间楼层，有钥匙，看房方便，价格可以谈,,,,,,,,,
1706,丽华二村 两房朝南 明厨明卫 中间楼层,62.8万,9516,天宁区茶山,丽华二村,2室2厅1厨1卫,中楼层 (共6层),66㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-04,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房格局好，采光好，户型方正 ，配套全，交通便利。,丽华大润发，连锁酒店，湿地公园，各大银行，各类小吃美食一应俱全,,,小区生活实施齐全，商场，，菜市场，银行等。 2：小区内有健身器材，小型篮球场，可供小区居民使用。 3：小区停车位充足。,契税：首套房，90平米以下成交价的1%，90平米以上成交价的1.5%；二套房90平米以上的成交价的2%。2 增值税:产证满2年免收增值税。3 个税：产证满5年而且是唯一一套住房，免收个税。,,,,,,,,,,
1707,银河湾名苑 楼层好纯毛坯 有钥匙方便看房,200万,17392,天宁区茶山,银河湾明苑二期,3室2厅1厨1卫,高楼层 (共34层),115㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯六户,有,暂无数据,2023-10-13,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,银河湾名苑 楼层好纯毛坯 有钥匙方便看房,位于茶山成熟商圈，配套齐全，银行，医院，饭店，小吃，吃喝玩乐都全。,,,小区旁成熟社区，配套设施齐，菜场、娱乐场所、公园、银行、医院，适宜居住,1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以上成交价的2%；2.增值税：产证满2年免收增值税，未满2年征收5.3％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%。,,,,,,,,,,
1708,新出！地铁口 华润国际 双阳台 景观楼层 欢迎咨询 ！,210万,17755,天宁区茶山,华润凯旋门二期,3室2厅1厨2卫,高楼层 (共34层),118.28㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯三户,有,暂无数据,2023-02-09,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,地铁口新小区 三房 户型好采光好 央企开发有保障,兰陵大润发，丽华大润发，，华润万象城，凤凰公园，连锁酒店，湿地公园，各大银行，各类小吃美食一应,,,小区是华润自带物业安保和服务态度好，新小区环境好，配套齐，适合改善需求。 2、小区地理位置优越，交通便捷，旁边就是地铁1号线。小区内道路人车分流，设有滑滑梯，跷跷板等，儿童娱乐设施。老人休闲设施。生活配套齐全，万象城在建,首套 90平以下1% 。2，首套 90平及以上1.5% 。3，二套90平以下1% 。4，二套90平及以上2% 。5，三套都是3% 个人所得税：不是满五唯一年1%,,,,,,,,,,
1709,楼栋位置好，楼层佳全天采光，户型方正，随时看房。,270万,18876,天宁区茶山,华润国际社区中吴府,4室2厅1厨2卫,低楼层 (共27层),143.04㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-05-13,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 公积金,未上传房本照片,此房，南北空气流通，采光好，楼层好，看房随时可以,,,,小区是华润自带物业安保和服务态度好，新小区环境好，配套齐，适合改善需求。 2、小区地理位置优越，交通便捷，旁边就是地铁1号线。小区内道路人车分流，设有滑滑梯，跷跷板等，儿童娱乐设施。老人休闲设施。生活配套齐全，万象城在建,1，首套 90平以下1% 。2，首套 90平及以上1.5% 。3，二套90平以下1% 。4，二套90平及以上2% 。5，三套都是3% 个人所得税：不满5年征1%,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适，得房率高；2、楼层佳，视野开阔，采光透亮；方便老人小孩居住,,,,,,,,,
1710,精装资住，复式两层，采光充足，楼层好，出行便利。,85万,9104,天宁区茶山,清凉新村,3室2厅1厨1卫,高楼层 (共5层),93.37㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,无,暂无数据,2023-01-17,商品房,2019-05-24,普通住宅,满两年,共有,有抵押,已上传房本照片,房子装修还不错的，楼上下两层的，目前自住看房方便，,小区生活实施齐全，商场，菜市场，银行等。 2：小区内有健身器材，小型篮球场，可供小区居民使用。 3：小区停车位充足,,,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%。",,此房产权清晰，业主诚心出售，看房方便，有多套住宅，卖房变现，有其他方面考虑,,,,,,,,
1711,楼栋位置好，楼层佳全天采光，户型方正，随时看房。,270万,18876,天宁区茶山,华润国际社区中吴府,4室2厅1厨2卫,低楼层 (共27层),143.04㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-05-13,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 公积金,未上传房本照片,此房，南北空气流通，采光好，楼层好，看房随时可以,,,,小区是华润自带物业安保和服务态度好，新小区环境好，配套齐，适合改善需求。 2、小区地理位置优越，交通便捷，旁边就是地铁1号线。小区内道路人车分流，设有滑滑梯，跷跷板等，儿童娱乐设施。老人休闲设施。生活配套齐全，万象城在建,1，首套 90平以下1% 。2，首套 90平及以上1.5% 。3，二套90平以下1% 。4，二套90平及以上2% 。5，三套都是3% 个人所得税：不满5年征1%,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适，得房率高；2、楼层佳，视野开阔，采光透亮；方便老人小孩居住,,,,,,,,,
1712,同济桥地铁口国泰新都精装修5房3卫拎包住2-4可用,415万,29867,天宁区茶山,国泰新都,5室3厅1厨3卫,高楼层 (共18层),138.95㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2023-07-30,商品房,2023-05-12,普通住宅,未满两年,非共有,无抵押,已上传房本照片,此房不满二，需要交增值税。精装修，看房随时！,,,小区门口20米就是地铁一号线同安桥站，贯穿常州南北走向，门口设有公交站台有多条公交路线,小区由常州国泰建设发展有限公司开发建造，2007年交付使用，外立面由普通防水外墙涂料组成防水性能,,,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈,,,,,,,,
1713,五角场西村   地铁口   产权清晰   诚心出售,90万,11112,天宁区茶山,五角场西村,3室1厅1厨2卫,高楼层 (共5层),81㎡,暂无数据,暂无数据,板塔结合,南,砖混结构,精装,暂无数据,暂无数据,暂无数据,2023-09-05,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 30万元,未上传房本照片,地铁口 东坡公园 红梅公园旁 配套齐全 采光好 生活方便,小区边上有精品水果店以及多种美食店，离小区700米是东坡公园，1000米有常州儿童医院，距小区北门300米是小东门商场，配套设施一应俱全,,小区门口有共享单车停车点，小区西南门150米就有公交站台，还有地铁2号线，交通十分便利,,"：
1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是唯 一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,
1714,香梅花园顶楼复式 实用面积大 保养好 诚意出售,398万,17730,天宁区茶山,香梅花园,5室2厅2厨3卫,高楼层 (共11层),224.48㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,有,暂无数据,2023-09-23,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房楼层好，户型方正，产权清晰，房东诚心出售。,朝阳综合市场，大润发大卖场，德安医院，银行交通银行，中国工商银行，中国工商银行，邮政储蓄.,,,,首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％,,此房权属清晰，房东诚心出售的，看房方便，过户过程都全程陪同。,,,,,,,,
1715,御翠园大平层，精装修，业主自住,438万,29796,天宁区茶山,御翠园,3室1厅1厨2卫,低楼层 (共33层),147㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2022-07-22,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房不是满五唯一的，精装修，解放路XIAO 学，在用一年级,公园：红梅公园、东坡公园 商场:南大街 医院:一院、二院、儿童医院 银行:工商银行 农业银行 交通银行 江苏银行 其他:常州书画院、常州图书馆、文化宫,,"有B12号线终点站及公交红梅站。 3路、7路、15路、17路、 25路车到红梅公交站下车即可,19路车到红梅公园东门下车即可",天宁常州市天宁区丹青路1号 产权描述:御翠天峯普通住宅产权为70年 开 发 商:和记黄埔地产(常州)有限公司 住宅物业费1.75元/平方米·月,此房满五不唯一，故个税是免交的。只需要交契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％,,,,,,,,,,
1716,地铁口新小区 毛坯房 户型好采光好 央企开发有保障,285万,21924,天宁区茶山,华润国际社区中吴府,3室2厅1厨2卫,中楼层 (共27层),130㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,精装,两梯四户,有,暂无数据,2022-09-15,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,地铁口新小区 毛坯房 户型好采光好 央企开发有保障,兰陵大润发，丽华大润发，，华润万象城，凤凰公园，连锁酒店，湿地公园，各大银行，各类小吃美食一应。,,,小区是华润自带物业安保和服务态度好，新小区环境好，配套齐，适合改善需求。 2、小区地理位置优越，交通便捷，旁边就是地铁1号线。小区内道路人车分流，设有滑滑梯，跷跷板等，儿童娱乐设施。老人休闲设施。生活配套齐全，万象城在建,首套 90平以下1% 。2，首套 90平及以上1.5% 。3，二套90平以下1% 。4，二套90平及以上2% 。5，三套都是3% 个人所得税：不是满五唯一年1%,,,,,,,,,,
