,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,税费解析,交通出行,房源核验码,查询房管备案记录,户型介绍,周边配套,适宜人群,装修描述,权属抵押,别墅类型,售房详情
357,户型方正.采光充足 交通便利配套齐全合适居住带院子,90万,14755,钟楼区新闸,绿地世纪城B区,2室2厅1厨1卫,低楼层 (共11层),61㎡,暂无数据,暂无数据,暂无数据,东,钢混结构,精装,两梯十六户,有,暂无数据,2023-06-10,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 15万元 公积金 业主自还,未上传房本照片,户型方正.复式精装修带院子，采光充足 交通便利配套齐全合适,绿地世纪城占地面积409亩，总建筑面积约76万平米，位于龙城大道、龙江路交汇处，飞龙居住区，距市政府道路距离约4公里。借助龙城快速干道、长江路可快速抵达市；社区内规划物业品类丰富，集中布置小高层、高层、联排别墅,1.税费信息 A.首套 90平以下1% B.首套90平以上1.5% C.二套90平以下1% D.二套90平以上2% E.三套或以上3% 2.增值税：满2年免征，不满2年全额征收5.3% 3.个人所得税：不满5年征1%，满5且家庭 住房，省个税,天山花园 （98路; 1111路; 1811路） 953米【公交】 绿地世纪城 （98路） 596米【公交】 飞龙首末站 （526路; 1111路; 1811路） 492米【公交】 龙江路龙城大道 （526路） 406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路）,,,,,,,,,
358,绿地世纪城c区 2室2厅 南,95万,9694,钟楼区新闸,绿地世纪城c区,2室2厅1厨1卫,高楼层 (共33层),98㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯三户,有,暂无数据,2023-01-28,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 客户偿还,未上传房本照片,,,,,,,,,,,,,
359,冶金新村 2室1厅 南,40万,7717,钟楼区新闸,冶金新村,2室1厅1厨1卫,中楼层 (共4层),51.84㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-07-03,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 5万元,未上传房本照片,,,,,,,,,,,,,
360,绿地世纪城三期精装两房中金楼层诚心卖,105万,13125,钟楼区新闸,绿地世纪城A区,2室2厅1厨1卫,低楼层 (共33层),80㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-09-18,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,此房楼层好，视野好，业主诚心卖,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,,,,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,
361,光樾华庭三房飞机户，南北通透，中间层,178.6万,18232,钟楼区新闸,光明光樾华庭,3室2厅1厨1卫,中楼层 (共27层),97.96㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2023-07-28,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 115万元 银行 客户偿还,未上传房本照片,荷园公园旁 客厅宽敞舒适，使用率高 ，小区中间位置,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，乐于助人，相处和谐,90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,,,,户型 朝南舒适，全天采光。房型方正视野好。干湿分离 格局分明,,,,,,
362,冶金新村上下两层，业主诚心出售！,65万,10429,钟楼区新闸,冶金新村,2室1厅1厨1卫,高楼层 (共4层),62.33㎡,暂无数据,暂无数据,暂无数据,南 北,钢混结构,简装,暂无数据,暂无数据,暂无数据,2022-07-02,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,这套是业主诚心卖房 房子小区位置好,"1、小区生活设施齐全，银行，交通便捷；
2、小区内有健身器材，小型篮球场，可供小区居民使用；
3、小区内停车位充足，建有地上停车场和地下车库；
4、小区内24小时保安巡逻。","1、90平以内首套房契税1%，二套房1%，三套或以上3%
2、90平以上首套房契税1.5%，二套房2%，三套或以上3%
3、满五年唯一免个税1%",,,,"1、户型周正格 局分布合理，空间感好通透性强，居住舒适
2、楼层佳，朝向南北，视野开阔，采光透亮；
3、小区环境优美，绿化面积高，干净整洁，内有健身器材和娱乐广场，物业服务态度好；
4、小区地理位置优越，交通便捷，设施齐全，生活便利",,,,,,
363,绿地世纪城精装修两房 婚房装修 好楼层,130万,14373,钟楼区新闸,绿地世纪城c区,2室2厅1厨1卫,中楼层 (共33层),90.45㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-02-06,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 20万元,未上传房本照片,此房精装，新装修，业主诚心出售,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,房屋产权：此房为商品房 税费：契税：首套房，90平以下成交价的1%，90平米以上成交价的1.5%；二套房：90平以下成交价的1%，90平米以上成交价的2%；三套及以上：成交价的3%,,,,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,
364,绿地世纪城二期大两房毛坯价看提前预约可看房,112万,10822,钟楼区新闸,绿地世纪城c区,2室2厅1厨1卫,高楼层 (共33层),103.5㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2023-03-04,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房满五唯一省税，乙单元01户，大两房舒适度高,1、小区边生活设施齐全，菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,,,,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,
365,绿地世纪城 精装两房 拎包入住,130万,14318,钟楼区新闸,绿地世纪城c区,2室2厅1厨1卫,低楼层 (共33层),90.8㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-03-29,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 35万元 兴业,未上传房本照片,此房满二 前排是别墅区 采光好 户型方正 小区配套全,1、小区生活设施齐全，菜市场、银行，交通便捷； 2、小区内有健身器材，可供小区居民使用； 3、小区内停车位充足，建有地上停车场,,天山花园 （98路; 1111路; 1811路） 953米【公交】 绿地世纪城 （98路） 596米【公交】 飞龙首末站 （526路; 1111路; 1811路） 492米【公交】 龙江路龙城大道 （526路） 406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路）,,,,,,房子装修好，保养的比较新，家具家电齐全，基本就是拎包入住，值得推荐,,,
366,飞龙吾悦旁 绿地世纪城三期毛坯小三房业主诚心出售,120万,13532,钟楼区新闸,绿地世纪城A区,2室2厅1厨1卫,低楼层 (共33层),88.68㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯三户,有,暂无数据,2023-03-22,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 20万元 业主自还,未上传房本照片,此房满五唯一，户型方正业主诚心出售，看房方便有钥匙,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,,,,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,
367,绿地世纪城c区 3室2厅 南,118万,11457,钟楼区新闸,绿地世纪城c区,3室2厅1厨1卫,低楼层 (共33层),103㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-10-04,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,
368,绿地世纪城  毛坯两房  业主诚心出售,105万,13112,钟楼区新闸,绿地世纪城A区,2室2厅1厨1卫,高楼层 (共33层),80.08㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2022-04-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,户型好 楼层好 采光充足 配套设施齐全,,房屋产权：房子为商品房。税费信息：满两年 省增值税。 首套房90M以下1％、90M以上 1.5 二套房90M以下1％、90M以上2％ 三套房不论面积统一3％，个人所得税1%,天山花园 （98路; 1111路; 1811路）	953米【公交】 绿地世纪城 （98路）	596米【公交】 飞龙首末站 （526路; 1111路; 1811路）	492米【公交】 龙江路龙城大道 （526路）	406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路）,,,,区配有大面积的农贸综合市场，占地8000平米的幼儿园，及约20000平方米的商铺,,,,,
369,飞龙西路，荷园旁，绿地二期，精装修拎包住,100万,10870,钟楼区新闸,绿地世纪城c区,2室1厅1厨1卫,高楼层 (共33层),92㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-05-24,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,飞龙西路，荷园旁，绿地二期，精装修拎包住,,房子为商品房，满2年 ，面积大于90平，首套房契税为1.5% 二套房的契税为2% 三套及以上为3%,,,,1，户型方正，格局分布合理，空间感好，通透性强，居住舒适 2，楼层位置不影响采光， 3，2个卧室朝南，客厅带阳台显客厅宽敞 4，全屋主功能间都带有窗户，明厨明卫，更响亮。,距离荷园公园仅50米，距离飞龙吾悦直线距离仅1200米，距离麦德龙大卖场仅1800米。龙城高架近在咫尺，出小区门口行驶两百米直接可以上高架了。距离高铁北站仅5千米，出行方便 小区门口自带中型生活市场,"1，小区是区，配有大花园，环境优美，24小时的安保，儿童游乐设施，门口就有幼儿园，接娃方便。, 2，小区成熟，购物交通便利，上学近，步行封闭式管理小就可到达 3，适合预算有限，想给孩子一个较好小区环境的年轻家庭。",,,,
370,户型方正.采光充足 交通便利.配套齐全，合适居住,168万,15305,钟楼区新闸,绿地世纪城A区,2室2厅1厨2卫,高楼层 (共33层),109.77㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-06-01,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 40万元,未上传房本照片,户型方正.采光充足 交通便利.配套齐全，合适居住,小区介绍： 绿地世纪城占地面积409亩，总建筑面积约76万平米，位于龙城大道、龙江路交汇处，飞龙居住区，距市政府道路距离约4公里。借助龙城快速干道、长江路可快速抵达市；社区内规划物业品类丰富，集中布置小高层、高层、联排别墅,1.	税费信息A.首套 90平以下1%B.首套90平以上1.5%C.二套90平以下1%D.二套90平以上2%E.三套或以上3%2.增值税：满2年免征，不满2年全额征收5.3%3.个人所得税：不满5年征1%，满5且家庭 住房，省个税,天山花园 （98路; 1111路; 1811路） 953米【公交】 绿地世纪城 （98路） 596米【公交】 飞龙首末站 （526路; 1111路; 1811路） 492米【公交】 龙江路龙城大道 （526路） 406米【公交】 飞龙公交枢纽北 （98路; 111路; 213路）,,,,,,,,,
371,绿地世纪城 户型方正.采光充足，交通便利.配套齐全，,95万,15620,钟楼区新闸,绿地世纪城B区,1室2厅1厨1卫,低楼层 (共11层),60.82㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,精装,两梯十六户,有,暂无数据,2022-10-27,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 30万元 建设银行 客户偿还,未上传房本照片,户型方正.采光充足，交通便利.配套齐全，,小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交",,,,,,,,,,业主置换 很诚心出售，证件齐，看房方便，随时恭候，如看中房子，价格可谈
