,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,税费解析,权属抵押,周边配套,交通出行,小区介绍,房源核验码,查询房管备案记录,户型介绍,适宜人群,装修描述,用水类型,用电类型,别墅类型,燃气价格
2780,西新桥公寓 北郊 中间楼层 诚心出售,198万,17577,钟楼区红梅,西新桥公寓,3室2厅1厨1卫,中楼层 (共6层),112.65㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-03-02,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,常州火车站，西新桥BRT，交通便利户型佳，北郊，3室户型佳,,1、 首套房90M以下1％、90M以上1.5％； 2、 二套房90M以下1％、90M以上2％； 3、 三套房不论面积统一3％. 4、个税：满二年不满5年1％,1、本房源位于小区内，全天采光，视野无遮挡。 2、户型方正、朝南采光好 3、此房源为本小区为数不多的好房，产权明晰,1、 生活设施齐全，各大银行、市场、菜场、商场、饮食近在咫尺、生活方便； 2、 小区绿化面积大 楼间距开 房间格局分明 采光足 使得房间每个角落都能享受阳光； 3、 地理位置优越，交通便利，出门就有公交站点。,,,,,,,,,,,
2781,中.央花园精装一年多，保养好，房东诚心出售,308万,26325,新北区红梅,中央花园（新北区） ,3室1厅1厨1卫,低楼层 (共30层),117㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,暂无数据,2023-04-03,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 30万元 建设银行 客户偿还,未上传房本照片,房子刚装修一年多，保养挺好的，看房提前联系,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,市民广场，图书馆，奥体，出小区东门就是菜区地理位置佳，绿化多，有景观湖 居民素 质高 配套：有健身器材，小型篮球场，可供小区居民使用 车位：停车位 充足，建有地上停车场和地下车库 保安：小区内24小时保安巡逻场，chao市，西门就是地铁口,,花园小区，有景观湖，位置很好，门口地铁靠文化广场，交通便利，靠车站，靠大型市。,,,,,,,,,
2782,通透三居室，中间好楼层，前无遮挡，阳光充足！,78万,10515,天宁区红梅,建材新村,3室2厅1厨1卫,中楼层 (共5层),74.18㎡,暂无数据,暂无数据,暂无数据,南,未知结构,简装,暂无数据,暂无数据,暂无数据,2023-03-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,户型好，楼层好，阳光充足！配套设施齐全，生活交通便利！,看房提前预约，看中了业主随时方便签约。业主对于客户的房款没有特殊要求。,,此房现在没有任何贷款和抵押，买卖双方签约后可以直接办理交易手续。,,,九几年的小区，全部为楼梯房。小区配套设施齐全，生活交通方便。,,,,,,,,,
2783,康云明居精装4房 火车站旁 红梅公园边上 随时看房,180万,12000,天宁区红梅,康云明居,4室2厅1厨1卫,高楼层 (共11层),150㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-01-07,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,康云明居精装4房 火车站旁 红梅公园边上 随时看房,,首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％.,,综合市场，大润发大卖场，医院，银行交通银行，中国工商银行，中国工商银行，邮政储蓄,红梅街道 （2路; 11路; 15路; 15路芙蓉线; 29路; 29路高峰; 63路; 209路; 212路; 232路; 1111路; b23路; y2路） 火车站，高铁站,,,,,,,,,,
2784,凯纳华侨城精装四房家电家具全有车位,427万,33641,钟楼区红梅,凯纳华侨城,3室2厅1厨1卫,中楼层 (共33层),126.93㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,无,暂无数据,2023-02-16,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,满五，南北通风，三面采光，中.央空调，地暖，全天热水。,,,到北郊30米，到大地幼儿园100米，到西新桥实验小200米。到市二中500米。,到泰富百货500米，到吾悦国际500米，到新北万达1500米。到市民广场1000米,,,,,,,,,,,
2785,此房南北通，明厨明卫，地铁口旁，欧尚商圈,150万,16448,天宁区红梅,红菱南村,3室2厅1厨2卫,高楼层 (共6层),91.2㎡,暂无数据,暂无数据,塔楼,南,砖混结构,简装,暂无数据,暂无数据,暂无数据,2023-02-23,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,此房南北通，明厨明卫，地铁口旁，欧尚商圈,,"：
税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 三套房无论面积大小都是3%； 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价.",,"公园：小区自带一个青山公园 ,2公里内有红梅公园 菜场：坛园寓菜场 ，锦绣菜场：2公里内有大润发 欧尚。 医院：2公里内有青山湾社区医院，武进医院，一院 ，二院",小区地处市区交通便利：门口有公交站台BRT 24路 31路等 1公里内有火车站 ，汽车站，可以上环城高架,,,,,,,,,,
2786,盛世名门 4室2厅 南,280万,19048,天宁区红梅,盛世名门,4室2厅1厨2卫,中楼层 (共11层),147㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2023-02-11,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
2787,竹林新村三室，采光好，房东诚心出售价格合适,95万,9507,天宁区红梅,竹林新村,3室1厅1厨1卫,高楼层 (共6层),99.93㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-06-02,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,楼层好，南北通风，户型方正，采光佳。诚意出售。,业主现诚心出售，证件齐，欢迎看房，随时恭候，房子无抵押，无贷款,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,商场：红星美凯龙、九龙小商品城、大润发医院：红梅医院邮局：中国邮政北环路银行：建设银行竹林新村分理处、商 业银行(北环路)、江苏银行红梅支行、工商银行红梅东村分理处、中国银行北环路分理处、农业银行九龙支行其他,,,,,,,,,,,
2788,通江路麦德龙旁，小区安静，交通便利，纯毛坯,150万,11550,天宁区红梅,鼎泰花园,3室2厅1厨2卫,低楼层 (共17层),129.88㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯两户,有,暂无数据,2023-05-24,商品房,2022-09-20,普通住宅,未满两年,共有,无抵押,已上传房本照片,通江路麦德龙旁，小区安静，交通便利，,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 三套房无论面积大小都是3%；2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,旁边有金百广场，各种生活日用品，餐饮都有，向北是新北万达广场和环球港，向南可到南大街商圈,小区地处市区交通便利：门口有公交站台BRT 24路 31路等 1公里内有火车站 ，汽车站，可以上环城高架,,,,,,,,,,
2789,别急先看房再谈价！五年一遇户型！！一梯一户 湖景房,328万,22829,新北区红梅,中央花园（新北区） ,3室2厅1厨2卫,中楼层 (共22层),143.68㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯两户,有,暂无数据,2023-07-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,户型好，湖景房，小区芯，双阳， 二梯二户，楼层好,房东儿子婚房，儿子外地发展诚心出售。欢迎看房，随时恭候，户型好，成熟小区管理。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,,小区地理位置佳，绿化多，有景观湖居民素 质高 配套：有健身器材，小型篮球场，可供小区居民使用 车位：停车位 充足，建有地上停车场和地下车库 保安：小区内24小时保安巡逻,,,,,,,,,
2790,润德半岛 视野开阔，精装修，小高层,200万,14815,天宁区红梅,润德半岛,4室2厅1厨2卫,中楼层 (共11层),135㎡,暂无数据,暂无数据,塔楼,南,砖混结构,精装,暂无数据,暂无数据,暂无数据,2022-05-10,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,业主现诚心出售，交通便利，配套设施齐全,,"1、契税:首套房，90平米以上成交价的1.5%,二套房90平以上成交价的 2%,三套房无论面积大小都是3%; 2、增值税:产证满2年免收增值税; 3、个税:产证满五年但不是唯一套住房, 成交价的1%",,"公园：小区自带一个市民公园 ,2公里内有红梅公园 菜场：锦绣菜场 ，花园菜场， 便利店：2公里内有大润发 欧尚。 医院：2公里内有青山湾社区医院，武进医院，一院 ，二院",小区地处市区交通便利：门口有公交站台BRT 24路 31路等 1公里内有火车站 ，汽车站，可以上环城高架,,,,,,,,,,
2791,红梅东村 户型方正，全天采光，两室朝南户型,78万,10796,天宁区红梅,红梅东村,4室2厅1厨1卫,高楼层 (共6层),72.25㎡,暂无数据,暂无数据,板楼,南,砖混结构,简装,暂无数据,暂无数据,暂无数据,2023-02-25,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 60万元,未上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适,业主置换现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可仪,"：
税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,红梅商场、、红星家具装饰城、，商 业 银行(北环路)、江苏银行红梅支行、农业银行九龙支行、建设银行竹林新村分理处、中国邮政北环路储蓄所、红梅邮政储蓄,,,,,,,,,,,
2792,小高层 大三房 位置好 看房方便,178万,12691,天宁区红梅,金梅花园北区,3室2厅1厨2卫,高楼层 (共11层),140.26㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-03-04,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,诚心出售，精装礼包入住，价格在小区比较便宜的,,,,,小区门口公交有111路奔牛公交枢纽站，98路至江南商场公交站，46路，1111路至青龙公交站,小区内有花园和篮球场，门口有便利店和健身房酒店，车位比列1：1，离新北万达广场1.9公里,,,,（1）、楼层好，配套齐全，有菜场，公园，不临街，靠医院近 （2）、适合首付不多的人群 （3）、交通便利，四通八达，出行更加方便，节省时间 （4）、配套医院近，适合家有老人和孩子的家庭,,,,,
2793,润德半岛，一楼，3房，房东诚心卖，,155万,14091,天宁区红梅,润德半岛,3室2厅1厨1卫,低楼层 (共6层),110㎡,暂无数据,暂无数据,塔楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-10-09,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,户型好，全天采光，价格优惠，成熟小区 配套齐全,,"首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,商场：金百国际商 业广场医院：天宁区锦绣社区卫生服务站邮局：中国邮政翠竹邮政支局银行：工商银行、中国银行、建设银行其他：福建千里香馄饨王、优香蛋糕坊、常来餐馆小区内部配套：小区靠 近市政府，市中 心地段，处在交通要道上面，交通便利,公交车出行可以选择 11路; 13路; 18路; 32a路; 32路; 36路; 40路; 53路; b12路; k2路 向东五百米 地鉄一号线,,,,,,,,,,
