,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,税费解析,权属抵押,户型介绍,周边配套,小区介绍,适宜人群,装修描述,交通出行,房源核验码,查询房管备案记录,别墅类型,用水类型,用电类型,燃气价格
513,小区环境优雅，配套成熟，交通便利，居住舒适,282万,16301,新北区恐龙园,世茂香槟湖二期,4室2厅1厨2卫,高楼层 (共28层),173㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,暂无数据,2023-02-06,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理,首套房契税是1.5%，二套是2%，三套及以上是3%，不满二5.3增值税,,,"：
生活设施齐 银行 农贸菜场 商场 饮食近在咫尺 生活起居很方便",,,,,,,,,,
514,恐龙园旁 龙湖原山别墅  户型方正 随时看房,1050万,23077,新北区恐龙园,龙湖原山,6室2厅1厨5卫,低楼层 (共1层),455㎡,,暂无数据,,南,未知结构,毛坯,,,暂无数据,2022-07-08,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,户型方正，采光充足，交通便利，生活配套齐全。,诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈，看房方便,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",此房产权清晰，房源真实，业主诚心出售，看房方便，全程陪同。。。。。。,,,,,,,,,暂无数据,,,
515,房东诚售世茂二期精装小高层复式四房，中上楼层,225万,17505,新北区恐龙园,世茂香槟湖二期,4室2厅1厨2卫,高楼层 (共18层),128.54㎡,暂无数据,103.7㎡,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2022-05-18,商品房,2015-07-06,普通住宅,暂无数据,共有,无抵押,已上传房本照片,小区是开发商自己的物业，世茂物业，全天24小时安保。地理位置优越，环境优美。,,小区紧靠紫荆公园与恐龙园，旁边就是东经120，与在建的龙湖天街与大型菜场，还有规划的地铁6号线,,,,此房不满五唯一，需交1个点个税。面积90平以上，首套需交1个点契税，二套需交1个点契税，三套及以上需交3个点契税,,,,112425466717,此房为精装复式四室，小高层，好位置，中上楼层，全天采光,,,,
516,世茂香槟湖3房 小区新 楼层 好 采光佳 诚心出售,170万,17453,新北区恐龙园,世茂香槟湖三期,3室2厅1厨1卫,中楼层 (共33层),97.41㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯三户,有,暂无数据,2023-10-02,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 50万元,未上传房本照片,此房房龄5年内 新装修 婚房装修 很少住 诚心出售,,,,,小区门口菜鸟驿站，小菜场，生活配套较全，距离恐龙园直线五百米左右，距离规划的龙湖天街两个路口，约五百米，南侧圣玛丽幼儿园直线距离五十米，距离新北万达商圈3.5公里,房子的建成年代近，楼下绿化很多，环境优美，人车分流，安全系数高，小区安保综合素质较高,,,小区门口共享单车，路边方便停车，小区内也可缴费临时停车，房子北侧距离公交车站100米，打车方便。,,,,,,
517,恐龙园旁 香树湾云景 带院子的别墅 环境好,399万,17734,新北区恐龙园,香树湾花园,5室2厅1厨3卫,低楼层 (共3层),225㎡,,暂无数据,,南,未知结构,简装,,,暂无数据,2022-10-14,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,此房江阴产权，边户，迪诺水镇，恐龙园在旁,,首套房 90平及以下契税1% .90平以上1.5%，二套房90平及以下1% 以上2%，三套房都是3%,,,,这是一个纯别墅小区，绿化环境好，人文素质好，旁边就是恐龙园，还有迪诺水镇,该小区是别墅小区，绿化环境好，房子利用空间大，适合一家老小入住,,,,,暂无数据,,,
518,户型方正，位置佳，楼层好，精装修，保养好,398万,28029,新北区恐龙园,嘉宏·印山风华,4室2厅1厨2卫,低楼层 (共11层),142㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-06-14,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,户型方正，位置佳，楼层好，精装修，保养好,次新房小区，精装房，保养好，拎包入住，适合享受生活的各类买家。,房子为商品房。不满两年需要交增值税5.3%。首套房90M以下1%、90M以上15二套房90M以下1%90M以上2%三套房不论面积统-3%,,,,环境优美，人车分流，小区安静优雅，绿化较好，带有休闲设施，可在小区花园游玩，十分安逸。,,,,,,,,,
519,位置好 全天采光  楼层佳 可随时看房,245万,16119,新北区恐龙园,世茂香槟湖二期,3室2厅1厨2卫,高楼层 (共18层),152㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-04-30,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房上下面积相等，得房率很高，毛坯位置好 ，看房方便,,,,房子一楼带大阳台，客厅朝南，一楼带主卧，也是朝南，客厅带大阳台，二楼同样平米的大阳台，俩房朝南，一房朝东。俩个卫生间。整体布局正气，得房率高，适合家里人口多，希望活动空间大，动静分离的家庭需求,,,本房是之前业主的婚房，装修保养的很好，适合家里人口较多，喜欢空间大的，上下阳台的群体。首付不算高。配套齐全，出行方便,该房之前是空置，风格中规中矩，色彩搭配舒服自然，适合大多数人的品味，房间的各个功能齐备，,,,,,,,
520,香树湾花园 4室2厅 南,580万,26977,新北区恐龙园,香树湾花园,4室2厅1厨4卫,低楼层 (共3层),215㎡,,暂无数据,,南,未知结构,精装,,,暂无数据,2022-06-08,商品房,暂无数据,别墅,暂无数据,非共有,无抵押,未上传房本照片,,,,,,,,,,,,,暂无数据,,,
521,恐龙园门口九龙仓双拼别墅 520平方精装修大花园 急售,1000万,38462,新北区恐龙园,九龙仓时代上院,5室2厅1厨4卫,低楼层 (共3层),260㎡,,暂无数据,,南,未知结构,精装,,,暂无数据,2022-08-28,商品房,暂无数据,别墅,暂无数据,共有,有抵押 客户偿还,未上传房本照片,"卖点：恐龙园
视野宽阔，采光充足，配套设施 齐 全，交 通 便..",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,"首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,"小区介绍：
小区地理位置佳，绿化好，居民素质高 配套：有健身器材，小型篮球场，可供小区居民使用 车位：停车位充足，建有地上停车场和地下车库 保安：小区内24小时保安巡逻",,,,,,暂无数据,,,
522,康桥水郡，时代上院旁，世茂香槟湖2室出售,140万,16612,新北区恐龙园,世茂香槟湖一期,2室2厅1厨1卫,中楼层 (共32层),84.28㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-04-09,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适。,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,"生活设施齐 ，农贸菜场, 商场, 饮食近在咫尺, 生活起居很方便。",,,,,,,,,,
523,小区环境好   靠恐龙园  地铁,680万,26667,新北区恐龙园,九龙仓时代上院,4室2厅1厨3卫,低楼层 (共3层),255㎡,,暂无数据,,南,未知结构,毛坯,,,暂无数据,2023-02-15,商品房,暂无数据,别墅,暂无数据,共有,有抵押,未上传房本照片,此房满2年了，小区位置好，全天采光，无遮挡，带花园,,此别墅满2不唯一，需交1个点个税，面积90平朝上，需交1.5个点契税，二套2个点，三套及以上3个点,,,小区与恐龙园一条马路之隔，离在建的龙湖天街几百米距离，配套设施全,小区是由香港九龙仓开发商建造，物业也是开发商自带物业，地理位置优越，环境优美,,,,,,暂无数据,,,
524,龙湖原山，联排别墅，位置好，随时看房,1200万,26374,新北区恐龙园,龙湖原山,5室2厅1厨4卫,低楼层 (共3层),455㎡,,暂无数据,,东 西,未知结构,毛坯,,,暂无数据,2023-04-13,商品房,暂无数据,别墅,暂无数据,非共有,无抵押,未上传房本照片,位置好，视野宽阔，采光无遮挡，配套设 施 齐 全，交 通 便 利,业主现诚心出售该房，证件齐全，位置特好，欢迎随时看房，随时恭候。,"首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房，90平以下成交价的1%，90平以上成交价的2%,三套及以上，成交价的3%",此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,,,小区地理位置好，绿化多，居民素质高 配套：有健身器材，小型篮球场，可供小区居民使用 车位：停车位充足，建有地上停车场和地下车库 保安：小区内24小时保安巡逻,,,,,,暂无数据,,,
525,纯别墅区 恐龙园板块 房主外地发展 诚售 利用空间很多,700万,26820,天宁区恐龙园,长兴秀江南,5室3厅1厨3卫,低楼层 (共3层),261㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-05-19,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此别墅是在纯别墅区 上下四层 可利用面积较多 诚心出售 好价格,,首套房契税是1.5%，二套是2%，三套及以上是3%，如不满两年增加5.3%的增值税,,此别墅在恐龙园板块较新 别墅户型方正 房子格局也很合理 地面三层 地下一层 带花园 可停两辆车，停车方便！别墅可以拓宽的面积的有很多。,,,纯别墅区，环境优美 小区整体居住群体比较好，老少皆宜，欢迎您来入住！,,,,,,,,
526,此房江阴产权，满五唯一，精装修，恐龙园在旁,666万,29211,新北区恐龙园,香树湾花园,8室4厅1厨5卫,低楼层 (共3层),228㎡,,暂无数据,,南,未知结构,精装,,,暂无数据,2022-10-15,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,此房江阴产权，满五唯一，精装修，边户，迪诺水镇，恐龙园在旁,,首套房 90平及以下契税1% .90平以上1.5%，二套房90平及以下1% 以上2%，三套房都是3%,,,,这是一个纯别墅小区，绿化环境好，人文素质好，旁边就是恐龙园，还有迪诺水镇,该小区是别墅小区，绿化环境好，房子利用空间大，适合一家老小入住,,,,,暂无数据,,,
527,纯毛坯 别墅联排 位置好 适合全家改善  诚心出售,730万,28516,新北区恐龙园,九龙仓时代上院,4室2厅1厨3卫,低楼层 (共3层),256㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2021-11-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房目前空闲状态，业主从未入住，毛坯，位置好纯毛坯联排中..,"纯毛坯，可塑性很强，业主现诚心出售，证件齐，欢迎看房。

房龄时间不长，客厅大开间，户型方正 ，采光面足，功能区布局合理",,,,新北万达 环球港商圈 ，一步可达迪诺水镇 恐龙园 ，左手边就是恐龙园景区，游玩比较方便，离青龙高速也比较近，出行比较方便。龙湖北城天街也在建造中标，购物方便,,联排别墅，适合全家改善，适合一家六口人居住，三代同堂一起生活在里面,,,,,,,,
528,纯别墅区，东边户双拼大别墅、院子大空间足 ！,1500万,43309,天宁区恐龙园,长兴秀江南,5室3厅1厨4卫,低楼层 (共4层),346.35㎡,,暂无数据,,东南,未知结构,毛坯,,,暂无数据,2021-08-02,商品房,暂无数据,别墅,暂无数据,共有,有抵押 380万元 中国银行,未上传房本照片,视野开阔 临河别墅 恐龙园边 江南水乡设计风格,,目前在首房首贷首付3成，二贷首付6成，税费：契税：首套90平以下1个点，90以上1.5，二套90以下还是1个点，二套90以上2个点，3套不计面积都是3个，个税：房子满五唯一免征，不唯一1个点。增值税：满二：免征，不满二5.3增值税,此房没有抵押可放心交易 没有风险 正常首付即可买到临河别墅啊,,,小区是以江南水乡为元素的纯别墅小区 边上就是恐龙园 临河别墅 地段出行方便 绿化高,,,,,,暂无数据,,,
