,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,户型介绍,周边配套,房源核验码,查询房管备案记录,适宜人群,税费解析,权属抵押,交通出行,售房详情,装修描述,别墅类型,用水类型,用电类型
2272,景瑞英郡花苑 2室2厅 南,108万,12559,钟楼区北港,景瑞英郡花苑,2室2厅1厨1卫,低楼层 (共32层),86㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,2024-03-04,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,,,,,,,,,,,,,,,
2273,诚心出售 保利和光晨樾东区 毛坯4房 随时看房,230万,17797,钟楼区北港,保利和光晨樾东区,4室2厅1厨2卫,低楼层 (共17层),129.24㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2024-01-12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,保利和光晨樾 楼层好 妇幼旁新小区 户型方正,小区比较新，管理比较好，物业费不贵，小区安静，绿化高，环境很好,,"常州市妇幼保健医院500米，D铁2号线（延星港路），BRT,52路,213路，39路公交车，500米上高架，宝龙商场，惠农生鲜，龙湖商场等",,,,买家首套契税：面积＜ 90平米1%，面积≥90平米1.5%；二套契税：面积＜ 90平米1%，面积≥90平米2%；三套契税：3%。个人所得税卖家满五唯一免征。商铺公寓地产3%契税。房屋产证不满2年，缴纳5.3%增值税,,,,,,,
2274,万水美兰城 3室2厅 南,160万,11765,钟楼区北港,万水美兰城,3室2厅1厨2卫,中楼层 (共32层),136㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2024-03-02,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,
2275,凯尔枫尚。2房。户型佳。环境优美。,125万,14524,钟楼区北港,凯尔枫尚花园,2室2厅1厨1卫,中楼层 (共24层),86.07㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,暂无数据,2024-03-15,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,房东诚心出售房子。看房方便的。。,小区地理位置 绿化 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位：助人，小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，,,配套南北通风，视野开阔，配套设施齐全，交通便利。小区环境优美。,,,,,,交通方便，步行到地铁快，自驾出行国道高架四通八达，公交站牌就在小区门口。,,,,,
2276,次新小区采光无忧！明德冠英旁璞悦缦宸纯毛坯三房两卫,198万,17973,钟楼区北港,璞悦缦宸,3室2厅1厨2卫,中楼层 (共18层),110.17㎡,暂无数据,暂无数据,板楼,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-06,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,冠英明德空置 妇幼旁新小区 户型方正,,客厅朝南带阳台，主卧朝南。主卧带小阳台 厨房卫生间都带窗，采光好无遮挡,"常州市妇幼保健医院500米，D铁2号线（延星港路），BRT,52路,213路，39路公交车，500米上高架，宝龙商场，惠农生鲜，龙湖商场等",,,,"1、契税：首套房，成交价的1.5％, 二套房，成交价的2% 2、（个税：产证满五年且是房主在本市唯一一套住房，免收个税）此房产证未满5年，故缴税成交价的1%。",,,,,,,
2277,三开间朝南楼层佳得房率高 小区环境佳 洋房,265万,18662,钟楼区北港,桃李东方,4室2厅1厨3卫,低楼层 (共9层),142㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-16,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 189万元 业主自还,未上传房本照片,三开间朝南楼层佳得房率高 小区环境佳 洋房,小区环境优雅，绿化好天然氧吧，水气充足空气好，配套成熟，居住舒适。人文素养好，宁静和谐，好环境总会给人带来好心情。,,,,,,.契税:首套房90平以下 1%，90平以上1.5%；二套房90平以下1%，90平以上2%；三套房不论面积统一3%。2.增值税： 满两年不论面积全免，不满二年收全额的5.3%。3.个人所得税：产证满五年且为家庭名下唯一住房免个人所得税，否则全额1%。,,,房东诚心出售，价格可以再谈，欢迎看房，随时恭候，本公司经过层层筛选，产权清晰，无任何经济纠纷，请放心考虑。,,,,
2278,雅乐花园3房。环境优美。物业佳。户型佳。,205万,19333,钟楼区北港,雅居乐·路劲棠颂,3室2厅1厨2卫,中楼层 (共20层),106.04㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-05,商品房,2021-08-16,普通住宅,满两年,共有,有抵押 57万元 客户偿还,已上传房本照片,房东诚心出售。有钥匙。方便看房。,小区地理位置 绿化 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位：助人，小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行  美食等 人文素养好，,,配套南北通风，视野开阔，配套设施齐全，交通便利。小区环境优美,,,,,,交通方便，步行到地铁快，自驾出行国道高架四通八达，公交站牌就在小区门口。,,,,,
2279,青枫公园 地铁口 精装修 拎包入住,130万,11404,钟楼区北港,景瑞英郡花苑,3室2厅1厨1卫,中楼层 (共32层),114㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,有,暂无数据,2024-03-14,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,楼层好，采光视野好，小区位置佳，精装,小区物业服务好，管理规范负责，小区绿化养护好，入户大厅和楼道整洁干净,,1.公园：青枫公园； 2.购物：宝龙广场、龙湖天街； 3.交通：地铁2号线青枫公园站、龙江路高架，主干道：星港路，玉龙路； 4.医疗：常州妇幼保健医院;,,,,,,,,前排，采光视野好，房间客厅都朝南，采光好，居家装修 很温馨 保养干净,,,
2280,御源林城西区 2室1厅 南,130万,11106,钟楼区北港,御源林城西区,2室1厅1厨1卫,中楼层 (共28层),117.06㎡,暂无数据,暂无数据,板塔结合,南,砖混结构,毛坯,两梯三户,有,暂无数据,2024-02-24,商品房,2024-02-26,普通住宅,未满两年,非共有,有抵押,已上传房本照片,,,,,,,,,,,,,,,
2281,桃李东方 3室2厅 南,180万,18671,钟楼区北港,桃李东方,3室2厅1厨2卫,中楼层 (共27层),96.41㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2024-01-31,商品房,暂无数据,普通住宅,暂无数据,共有,暂无数据,未上传房本照片,,,,,,,,,,,,,,,
2282,冠英 明德 小洋房 品质住宅 龙湖物业 带车位,300万,22726,钟楼区北港,中南红熙台,4室2厅1厨2卫,高楼层 (共9层),132.01㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-12-04,商品房,2022-02-18,普通住宅,满两年,共有,有抵押,已上传房本照片,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商,,,042489097053,此房户型方正，四室两厅一厨两卫 小洋房 采光充足 配套完善,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,
2283,户型方正，配套齐全！明德冠英旁清云澜湾毛坯三房诚售,120万,13215,钟楼区北港,清云澜湾A区,3室2厅1厨1卫,低楼层 (共27层),90.81㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-02-29,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,次新小区 目前产证已到手 采光视野好 业主诚心出售 冠英 明德,小区地理位置 绿化 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 建有地上停车场和地下车库 保安：小区内24保安巡逻 配套很齐 宝龙广场 中吴广场 青枫公园 医院,,商场：新建的中吴广场与小区一河之隔，骑车到龙湖天街，到宝龙广场都近 医院：妇幼保健院近在咫尺 公园:小区南边就是靠河的一个景观带，夏天晚上可以和家里人散散步，到青枫公园也很短的路程、 教育：常州觅小集团分校，初中是明德,,,,1.契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2.税： 满两年免 不满二年 收全额的5.3% 3.个人所得税： 满两年1% 满五免个人所得税,,,,,,,
2284,清云澜湾 65平毛坯两房 诚心出售 价格可谈,72万,11105,钟楼区北港,清云澜湾A区,2室2厅1厨1卫,高楼层 (共27层),64.84㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-02-20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房户型方正，两室两厅一厨一卫 高楼层 采光充足 配套完善,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻,,,,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,
2285,雅居乐棠颂 毛坯3房 低楼层 采光好 配套齐全,192万,16992,钟楼区北港,雅居乐·路劲棠颂,3室2厅1厨2卫,低楼层 (共20层),113㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-02-23,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,此房户型方正 三室两厅一厨两卫 低楼层 采光充足 配套完善,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻,,,,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,
2286,保利和光晨樾毛坯4房2卫双阳台小高层4开间朝南有钥匙,290万,20738,钟楼区北港,保利和光晨樾西区,4室2厅1厨2卫,高楼层 (共17层),139.84㎡,暂无数据,暂无数据,暂无数据,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-14,商品房,2022-08-30,普通住宅,未满两年,共有,有抵押,已上传房本照片,次新小区 一梯一户 独立入户门厅 4开间朝南双阳台,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻,,,,,小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.3％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,
2287,清云澜湾A区 2室1厅 南 北,98.8万,13111,钟楼区北港,清云澜湾A区,2室1厅1厨1卫,高楼层 (共27层),75.36㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-02-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,
2288,次新小区  采光视野好 业主诚心出售 冠英 明德,77万,11876,钟楼区北港,清云澜湾A区,2室2厅1厨1卫,高楼层 (共27层),64.84㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,一梯八户,有,暂无数据,2023-12-11,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,次新小区 采光视野好 业主诚心出售 冠英 明德,,小区地理位置 绿化 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 建有地上停车场和地下车库 保安：小区内24保安巡逻 配套很齐 宝龙广场 中吴广场 青枫公园 医院,商场：新建的中吴广场与小区一河之隔，骑车到龙湖天街，到宝龙广场都近 医院：妇幼保健院近在咫尺 公园:小区南边就是靠河的一个景观带，夏天晚上可以和家里人散散步，到青枫公园也很短的路程、 教育：常州觅小集团分校，初中是明德,,,,.契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2.税： 满两年免 不满二年 收全额的5.3% 3.个人所得税： 满两年1% 满五免个人所得税,,,,,,,
