,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,周边配套,税费解析,房源核验码,查询房管备案记录,小区介绍,权属抵押,适宜人群,装修描述,户型介绍,交通出行,别墅类型,用水类型,用电类型,燃气价格
2240,兆丰花苑 精装3房 楼层好 采光佳 随时可看,131万,12599,天宁区青龙,兆丰花苑,3室2厅1厨1卫,中楼层 (共6层),103.98㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-12-26,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,满五唯一省个税，明厨明卫，业主自述保养很好，户型端正采光好,,朝阳综合市场，大润发大卖场，德安医院，银行交通银行，中国工商银行，中国工商银行，邮政储蓄。,税费解析：此房满二，故个税是1%。契税：首套房90平米以下是成交价的1％，90平米以上是成交价的1.5％； 二套房90平米以下是成交价的1％，90平米以上是成交价的2％；三套房是成交价的3％。,,,,此房无贷款，无抵押，产权清晰。房东对付款无要求，按照正常首付就可以，房东很诚心出售,,,,,,,,
2241,豪郡花园 5室2厅 南,728万,20001,天宁区青龙,豪郡花园,5室2厅1厨4卫,低楼层 (共4层),363.99㎡,,暂无数据,,南,钢混结构,毛坯,,,暂无数据,2024-01-25,商品房,2018-04-20,别墅,暂无数据,共有,有抵押 业主自还,已上传房本照片,,,,,,,,,,,,,联排,,,
2242,天宁吾悦旁常发豪郡联排别墅土建已做业主诚心出,880万,24176,天宁区青龙,豪郡花园,5室3厅1厨4卫,低楼层 (共4层),364㎡,,暂无数据,,南 北,钢混结构,毛坯,,,暂无数据,2023-12-04,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,联排别墅，土建已做，扩出140平方,,天宁吾悦旁，乐天玛特、欧尚、大润发医院：博爱医院、常州中医院、常州一院、常州二院、中诚大药房邮局：中国邮政（红梅新村）银行：中行、工行、建行、交行、农行、江南农村银行其他：九龙半岛酒店、格林豪泰,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是唯 一套住房，免收个税，未满5年成交价的1%",,,,,,,,小区旁有多条公交线路，可低碳环保出行。地铁一号线奥体站出门即可到达，贯穿南北。南边1000米即可到达龙城大道高架，通达全城,联排,,,
2243,常发豪郡三房两卫 毛坯 中间楼层 看房方便,165万,13750,天宁区青龙,豪郡花园,3室2厅1厨2卫,中楼层 (共34层),120㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2023-12-09,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房满二  楼层好采光佳 视野好 配套齐全 交通便利,,,首套百分之一的契税 二套90平一下百分之一 90平以上百分之2 三套百分之三,,,,,,,户型紧凑 总价低 楼层好采光佳 房龄新 交通便利 小区设施齐全,距离地铁紫云居站1000米 交线路多 近高架驾车方便 出行十分方便 火车站近,,,,
2244,环境优雅，人车分流，地暖新风精装好房。,202万,21042,天宁区青龙,万科新都会,3室2厅1厨1卫,高楼层 (共26层),96㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2024-02-28,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 90万元 金融公司垫资,未上传房本照片,高品质精装，全新未入住，诚心出售，看房方便,,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%，三套3% 2、增值税：产证满2年免收增值税，未满2年征收5.6％ 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,小区是全新交付小区，里面有篮球场、塑胶跑道等，饭后散步，早起健身等都可。 万科物业，贴心服务，24小时，随叫随到。,,比较适合年轻人，全新交付小区，刚需类，小区居住环境好，配套齐全，服务贴心,小区本身就是精装修三大件的交付标准，地暖、新风和空调，居住舒适感拉满。,,,,,,
2245,海华花园 2室2厅 南 北,109万,12112,天宁区青龙,海华花园,2室2厅1厨1卫,中楼层 (共26层),90㎡,暂无数据,暂无数据,板塔结合,南 北,框架结构,毛坯,两梯四户,有,暂无数据,2023-12-28,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
2246,96平3房 业主诚心出售 看房方便 有密码,164.8万,17234,天宁区青龙,万科新都会,3室2厅1厨1卫,低楼层 (共27层),95.63㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-01-05,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,价格好，楼层好，三朝南，精装，可以根据自己的喜爱布置,,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%，三套3% 2、增值税：产证满2年免收增值税，未满2年征收5.6％ 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,小区地理位置佳，绿化高，居民素质高 配套：有健身器材，小型篮球场，可供小区居民使用 车位：停车位充足，建有地上停车场和地下车库 保安：小区内24小时保安巡逻,,,,万科精装修，三朝南户型，方方正正，采光佳，可以根据自己的喜爱重新布置,,,,,
2247,御河湾 4室2厅 南,620万,26272,天宁区青龙,御河湾,4室2厅1厨4卫,低楼层 (共3层),236㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-12-14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
2248,天宁吾悦商圈香溢紫郡花园房东诚心出售,105万,12427,天宁区青龙,香溢紫郡,3室2厅1厨1卫,高楼层 (共34层),84.5㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯三户,有,暂无数据,2023-12-14,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 97万元 平安银行 业主自还,未上传房本照片,此房满二 位置好 采光全天 飞机户型小三房 刚需 三开间朝南,因市场不好 房东出售多余房产 房东首付比例正常首付 商贷公积金都可以 目前出租中 看房提前联系,,,,,,,小区环境好 不靠高架 刚需婚房 商圈成熟 出行便利 距离天宁吾悦广场1公里 2号线紫云居站,2017年简单装修家具家电齐全 拎包即住 有个小房间改成衣帽间 开放式厨房,此房2015年拿房 三开间朝南 飞机户型 楼层高 但是采光全天 另一个小房间朝北 明厨明卫,,,,,
2249,天宁吾悦旁 土也铁口 水晶城 业主诚售 随时看房,145万,13006,天宁区青龙,水晶城,3室2厅1厨1卫,低楼层 (共18层),111.49㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-12-06,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房近吾悦广场，周配套齐全，地铁站交通便利,业主置换，诚心出售，价格好谈，证件齐全，看房，欢迎看房，随时恭候，,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是唯一一套住房，免收个税，未满5年成交价的1%",,,,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,,
2250,通透格局，楼层好，视野开阔，采光充足，配套设施齐全,398万,17928,天宁区青龙,龙湖香醍漫步北区,3室2厅1厨2卫,高楼层 (共32层),222㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2024-02-21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,通透格局，楼层好，视野开阔，采光充足，配套设施齐全，交通便利,业主改善，诚心出售，也留了钥匙，看中了也可以谈，欢迎来看房。,,,,,龙湖郦城物业管理好，24小时安保，小区绿化环境高，随时可以看房,,,,此房是四房两厅一厨三卫，三开间朝南 三个卧室都朝南，大客厅，户型方正。,,,,,
2251,香溢紫郡 3室1厅 南,150万,12397,天宁区青龙,香溢紫郡,3室1厅1厨2卫,低楼层 (共34层),121㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2024-02-24,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,,,,,,,,,,,,,,,,
2252,香溢紫郡 3室2厅 南,140万,15054,天宁区青龙,香溢紫郡,3室2厅1厨1卫,低楼层 (共34层),93㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-12-09,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
2253,香溢俊园85平米精装两房两厅拎包住满两年,145万,17100,天宁区青龙,香溢俊园,2室2厅1厨1卫,中楼层 (共34层),84.8㎡,暂无数据,63.98㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2024-02-24,商品房,2015-04-23,普通住宅,暂无数据,共有,有抵押 2万元,已上传房本照片,此房为二室二厅，精装，环境好，有诚意价可议。,房东诚心出售，看房方便，随时签约 距离小区最近有地铁站，公交车16路 208路 213路会经停本站，交通配套越好 出行就越方便，,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,此房产权清晰，无抵押，业主诚心出售，看房方便，过户全程陪同。,,,,,,,,
2254,香溢紫郡两室精装修房东诚心出售看房方便,110万,15493,天宁区青龙,香溢紫郡,2室1厅1厨1卫,低楼层 (共34层),71㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2023-12-20,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房漫威唯一 精装修 户型好 楼层好 采光佳 交通便利,,,首套房产证面积小于90平 一个点的契税  大于90平 一点五的契税 二套房小于90平一个点契税  大于90平两个点的契税  三套房三个点,,,,,,小区房龄较新 房东装修了三年多 保养的好                    交通便利看房方便,,小区步行1000米到达地铁二号线紫云居站  小区门口有多条公交线路,,,,
2255,吾悦 三开间朝南 毛坯 三房 位置好 地鉄二号线站口,258万,21323,天宁区青龙,天宁吾悦广场,3室2厅1厨2卫,中楼层 (共32层),121㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-12-28,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,吾悦 三开间朝南 毛坯 三房 位置好 地鉄二号线站口,,,契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以上成交价的2%；2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%,,,小区生活实施齐全，商场，菜市场，银行等。 2：小区内有健身器材，小型篮球场，可供小区居民使用。 3：小区停车位充足，建有地面临时停车位以及底下停车位。 4：小区内24小时保安巡逻,,,,格局分布合理，空间感好，通透性强，居住舒适。 2：楼层佳，朝向南北，视野开阔，采光充沛。,,,,,
2256,月馨苑地铁2号线旁 毛坯房，采光好，楼层佳！,135万,14414,天宁区青龙,月馨苑,2室1厅1厨1卫,低楼层 (共32层),93.66㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房户型方正，三朝南 经典3房，地段好，楼层好，.,,,契税：首套房成交价的1.5%，二套房成交价的2%，三套房成交价的3%。 增值税：满2年免征，不满2年成交额征收5.6%。 个税：不满5年征收1%,,,小区生活实施齐全，商场，菜市场，银行等。 2：小区停车位充足，建有地面临时停车位以及底下停车位,,,,1：，格局分布合理，空间感好，通透性强，居住舒适。 2：楼层佳，朝向南北，视野开阔，采光充沛。 3：小区环境优美，绿化覆盖面积高，干净整洁，内有建设器材和娱乐场所，物业态度比较好,,,,,
2257,好楼层，环境优雅 人车分流 地暖新风精装好房,245万,20082,天宁区青龙,万科新都会,3室2厅1厨2卫,低楼层 (共25层),122㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,精装,两梯四户,有,暂无数据,2024-02-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,好楼层，环境优雅 人车分流 地暖新风精装好房,,公园景观环伺，紫荆公园，丁塘河湿地公园，横塘河、丁塘河、北塘河环伺。,1、契税：首套房，90平米以下成交价1%，90平米以上成交价的1.5%。二套房90平以上成交价的2%。 2、增值税：产证满2年免收增值税，未满2年征收5.6%。 3、个税：产证满5年而且是唯一一套住房，免收个税，未满5年，成交价的1%,,,全新交付小区，人车分流，绿化景观做的不错，散步、跑步都有塑胶跑道。楼下还有羽毛球场等运动场所。儿童游乐场就在小区中间位置。,,,,,,,,,
