,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,查询房管备案记录,核心卖点,小区介绍,税费解析,交通出行,户型介绍,周边配套,售房详情,权属抵押,适宜人群,装修描述,别墅类型,用水类型,用电类型,燃气价格
2819,玉隆花园 5号楼大平层 精装修房,720万,32986,钟楼区南大街,玉隆花园,5室2厅1厨2卫,低楼层 (共18层),218.28㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2023-11-20,商品房,2006-04-11,普通住宅,暂无数据,共有,无抵押,已上传房本照片,,,此房位于5号楼大平层，精装修5房拎包入住，业主诚售,小区位于北大街—京城豪苑旁，小区环境优美，舒适安静，适宜居住；商场、医院、银行、菜场一应俱全,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,此房产权清晰，无抵押无贷款，房源真实，业主诚心出售，看房方便，过户全程陪同！,,,,,,
2820,楼层好，采光佳，户型方正，看房方便，房东诚心出售,50万,9256,钟楼区南大街,运河天地,1室1厅1厨1卫,中楼层 (共25层),54.02㎡,暂无数据,暂无数据,板塔结合,东北,钢混结构,毛坯,四梯三十六户,有,暂无数据,2023-10-15,商品房,暂无数据,商业办公类,暂无数据,非共有,有抵押 24万元 建设 业主自还,未上传房本照片,,,楼层好，采光佳，户型方正，看房方便，房东诚心出售,,,到吾悦国际300米，到兰园100米，到长江路500米。到一号地铁站口500米,,运河天地自带商，业综合体，有菜场，银行，餐饮等配套齐全。到九洲新世界300米,,房子有抵押，需要解压后进行交易，产权明晰，看房提前联系，随时可以看，贝壳承诺交易不成，佣金全退！,,,,未知,未知,2.73元/m3
2821,香江华廷大润发旁边，精装修。。。。。。,200万,21053,钟楼区南大街,香江华廷花园,2室2厅1厨1卫,中楼层 (共22层),95㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-09-02,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,小区中间位置，楼间距大，采光很好，楼层好，诚心出售,小区配套齐全，交通配套成熟，出行便利，小区安保物业负责，有公园，医院，商场， 等等,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,四周配套齐全，有大润发，吾悦国际，南大街，金鹰再建中，公交出行有普通公交，,,,,,,,,
2822,此房阳光无遮挡 视野宽阔 配套设施齐全 交通便利,230万,17558,钟楼区南大街,怀德苑,4室2厅1厨2卫,高楼层 (共6层),131㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,无,暂无数据,2018-10-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,此房阳光无遮挡 视野宽阔 配套设施齐全 交通便利,社区内设施齐全，苑区内融草坪、树景、瀑布、游泳池、喷水池、儿童乐园、幼儿园、会馆为一体，环境优美、整洁、安全、舒适,对个人购买家庭唯一住房（家庭成员范围包括购房人、配偶以及未成年子女，下同），面积为90平方米及以下的，减按1%的税率征收契税；面积为90平方米以上的，减按1.5%的税率征收契税。,小区位置优越 环保出行 快速公交 选择出行方便 步行吾悦方便快捷,,,,,,,,,,
2823,中意宝第79平精装，两室一厅一卫，老年人较适合养老。,135万,17089,钟楼区南大街,中意寳第,2室1厅1厨1卫,中楼层 (共27层),79㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-01-26,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,楼层好，视野开阔，采光充足，配套齐全，交通方便,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行 美食等 人文素养好，乐于助人，相处和谐,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年名下唯一的住宅，可以免个税，未满5年的成交价的1%",,,大润发，联华、好又多大卖场、家家爱家具装饰城 中国银行、工商银行、农业银行、交通银行、建设银行、会馆浜菜场,,,,,,,,
2824,中意宝弟新出精装三房242w，房东诚意出售,238万,17247,钟楼区南大街,中意寳第,3室3厅1厨2卫,低楼层 (共12层),138㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-03-11,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,小高层，得房率高，楼层好，视野开阔，采光好,由常州中亿地产打造的中意宝第，地处常州地段，北临常州主动脉怀德路，东望怀德苑，南接会馆浜路，西侧大运河支流，同木梳路遥遥相对,,,,配套成熟完善，商场、银行、购物一应俱全，交通便利，住宅区和风景区结合如此好的地段，是居家生活的好地方,,,,,,,,
2825,采光好 三朝南 地铁口 接宋孩子方便,190万,13971,钟楼区南大街,怀德苑,3室2厅1厨2卫,中楼层 (共7层),136㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2023-06-11,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,,采光好 三朝南 地铁口 接宋孩子方便,,1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以上成交价的2%；2.增值税：产证满2年免收增值税，未满2年征收5.3％；,,,"距离兰园.清潭体育馆仅1000米，距离钟楼吾悦直线距离仅1500米，距离大润发大卖场仅800米。龙城高架近在咫尺，出小区门口行驶几百米直接可以上高架了。出行方便 
距离地铁口500米",,此房无抵押，无查封，产权清晰，可以立即过户。房东诚心出售，价钱可谈。,"1，小区是封闭式管理小区，配有大花园，环境优美，24小时的安保，儿童游乐设施，门口就有幼儿园，接娃方便。, 2，小区成熟，购物交通便利，上学近，步行就可到达 3，适合预算有限，需要多个房间，想给孩子一个较好小区环境的年轻家庭。",,,,,
2826,新上房源 诚心出售 看房方便 中层采光好,188万,20129,钟楼区南大街,凯悦中心花园,2室2厅1厨1卫,中楼层 (共33层),93.4㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2022-07-20,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,此房户型方正，交通便利、小区空气好，楼间距也大、采光佳,小区空气好，楼间距也大，房间格局分明、采光足，使得房间的每个角落都能享受阳光的沐浴，小区适宜散步休闲，安静典雅,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",南大街步行街、莱蒙都会、大润发、好又多，医院：第四医院、第二医院邮局：中国邮政(延陵邮政支局)银行：兴业银行、招行、建行、交行、其他：亚细亚影城、中天钢铁体育馆、劳动路特色,,,,,,,,,,
2827,晋陵文锦，毛坯两房 中高楼层 视野开阔，配套完善,220万,25049,钟楼区南大街,晋陵文锦,2室2厅1厨1卫,低楼层 (共34层),87.83㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,四梯四户,有,暂无数据,2023-05-03,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 农行,未上传房本照片,,,楼层好 ，视野开阔，采光充足，配套设施齐全，交通便利,晋陵文锦是人车分流小区，物业管理好，24小时安保。小区绿化环境好，诚意出售。,,,此房是晋陵文锦的经典两房户型，两个卧室和客厅都朝南，没有太多浪费面积。,,,此房只有正常的银行按揭贷款，无其他抵押和银行查封情况，产权清晰，随时可以签约。,,,,,,
2828,天王堂新寓电梯房中底层精装三房二厅二卫前排采光好,480万,28236,钟楼区南大街,天王堂新寓,3室2厅2厨2卫,低楼层 (共18层),170㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-08-23,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,满五唯一，家电家具齐全，精装保养好，房东诚意出售。,"：
天王堂新寓小区，环境优美，小区中间是个大花园，小区门口全天有保安值班。小区有老年活动室",,,,小区人文环境好，邻里和睦。小区安静祥和。到八角井菜场30米，到医院500米。到口腔医院50米。适合养老居住。,,,,,,,,
2829,体育花园旁，两房朝南，采光好，诚心出售,90万,13044,钟楼区南大街,电子新村,2室1厅1厨1卫,中楼层 (共5层),69㎡,暂无数据,暂无数据,板塔结合,南,砖混结构,精装,暂无数据,无,暂无数据,2022-02-25,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,,体育花园旁，两房朝南，采光好，诚心出售，随时看房,70年产权住宅，银行，商场，菜场都在1公里内，生活配套便利，交通方便,1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％；二套： 90㎡以下1%的契税，90㎡以上2%的契税； 三套：3%的契税 2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：个税1%。产证满五年而且是唯一套住房，免收个税。,,,,,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,,,,,,
2830,觅渡桥 总价低 精装修 民用水电 房东诚心出售,145万,35936,钟楼区南大街,东方国际公寓,1室1厅1厨1卫,高楼层 (共29层),40.35㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,四梯二十五户,有,暂无数据,2023-03-06,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,觅渡桥 总价低 空间大 精装修 青果巷 东方国际民用水电,,"首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平米以下1%，90平以上成交价的2%,三套及以上，成交价3%2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是一套住房，免收个税，未满成交价的1%",,,,业主现在诚心出售，证件齐全，欢迎看房，随时恭候，看房方便，专业讲解,此房产权清晰，房源真实，无抵押，业主诚心出售，看房提前联系，过户全程陪同,,,,,,
2831,京城豪苑旁  电梯房 玉隆花园 精装三房三朝南,640万,40000,钟楼区南大街,玉隆花园,3室2厅1厨2卫,低楼层 (共24层),160㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,有,暂无数据,2018-10-30,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,,,京城豪苑旁  电梯房 玉隆花园 精装三房三朝南,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈。,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,
2832,青果南苑 沿街旺铺 地铁一号线 交通便利,138万,26251,天宁区南大街,青果南苑,2室0厅0厨0卫,低楼层 (共1层),52.57㎡,暂无数据,暂无数据,板塔结合,西,钢混结构,简装,暂无数据,暂无数据,暂无数据,2021-06-03,商品房,2021-12-28,商住两用,暂无数据,非共有,无抵押,已上传房本照片,,,青果南苑 觅渡桥 田家炳 精装电梯房 轨道一号线,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,业主现诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，价格可谈,,,,未知,未知,2.45元/m3
2833,此房采光充足，交通方便，户型方正,220万,32497,天宁区南大街,兴隆巷,2室1厅1厨1卫,中楼层 (共5层),67.7㎡,暂无数据,暂无数据,板楼,南,框架结构,精装,暂无数据,暂无数据,暂无数据,2022-06-16,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,此房采光充足，交通方便，户型方正,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,适合小孩达到年龄的一家三口居住，就近读书                                                                      。,,,,,
