,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,套内面积,房屋朝向,建筑结构,装修情况,别墅类型,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,户型介绍,售房详情,税费解析,权属抵押,户型结构,建筑类型,梯户比例,配备电梯,小区介绍,周边配套,房源核验码,查询房管备案记录,装修描述,交通出行,适宜人群
339,金坛城西房源远离市区 低首付过渡优选,38.8万,4128,金坛区西城街道,龙山路36号,2室2厅1厨1卫,高楼层 (共5层),94㎡,暂无数据,南,混合结构,简装,,暂无数据,2023-12-08,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房首付不高，两房朝南，视野好，采光好，门口配套成熟齐全,,售房原因: 业主以前购买的过渡房，现在卖房改善换房。房屋现状: 随时可以看房，业主随时可以签约,"此房产权为70年大产权房，可随时过户贷款，
买方首套契税1.5%，二套2%，满二，免增值税",,暂无数据,暂无数据,暂无数据,暂无数据,,,,,,,人车分流，人文环境好首付不高:贷款方式不限，适合首付不多的小两口家过渡 采光丶视野好 配套齐全，有菜市场、公园、不临街、距离医院近
340,老城区新装修房源 拎包入住 配套齐全,53.8万,5724,金坛区西城街道,龙山路36号,2室2厅1厨1卫,中楼层 (共5层),94㎡,暂无数据,南,混合结构,精装,,暂无数据,2023-12-19,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房全新装修，拎包入住两房朝南，视野好，采光好，门口配套齐全,,,此房产权为70年大产权房，可随时过户贷款， 买方首套契税1.5%，二套2%，满二，免增值税,,暂无数据,暂无数据,暂无数据,暂无数据,,,,,房屋房东已经全新装修过了，可以拎包入住，只需要把房子打扫一下卫生，添置一些家电家具即可,,人车分流，人文环境好首付不高:贷款方式不限，适合首付不多的小两口家过渡 采光丶视野好 配套齐全，有菜市场、公园、不临街、距离医院近
341,适合单身青年 养老 过渡的人群,18.8万,3917,金坛区西城街道,好得家商务公馆,1室1厅1厨1卫,高楼层 (共7层),48㎡,暂无数据,南,框架结构,精装,,暂无数据,2023-12-08,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,好得家，电梯房，精装修，房龄新，有钥匙，随时看,房子户型经典，中间户，电梯房户型方方正正，格局好，好布置，楼层好，,房东变现，没有贷款，没有抵押，房子产权清晰，没有纠纷，诚意出售，随时交易，,,,暂无数据,板塔结合,两梯五十二户,有,,,,,,,有电梯，精装修，低密度洋房，停车免费，交通方便，好型好，次新房，
342,五星家园 3室2厅 南,53.8万,5224,金坛区西城街道,五星家园,3室2厅1厨1卫,低楼层 (共6层),103㎡,暂无数据,南,未知结构,简装,,暂无数据,2024-03-04,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,暂无数据,暂无数据,暂无数据,暂无数据,,,,,,,
343,常胜旁望华新村小户型  精装的小两房,39.8万,6420,金坛区西城街道,白凉亭新村,2室1厅1厨1卫,中楼层 (共5层),62㎡,暂无数据,南,砖混结构,精装,,暂无数据,2024-01-07,商品房,2024-01-10,普通住宅,未满两年,非共有,无抵押,已上传房本照片,此房满二不唯一，装修好的，可正常过户，看房方便，有钥匙,,,"税费解析：首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%。","此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同",暂无数据,平房,暂无数据,暂无数据,小区位置好 交通便 小区地理位置 绿化 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位：助人，小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 ，商场， 美食等 人文素养好。,,,,,,
344,凤凰城 109平 精装电梯房 三阳台 拎包入住,79.8万,7330,金坛区西城街道,凤凰城,2室2厅1厨1卫,中楼层 (共9层),108.88㎡,暂无数据,南,框架结构,精装,,暂无数据,2024-03-04,商品房,2022-06-01,普通住宅,未满两年,非共有,有抵押,已上传房本照片,"此房格局好,通透全明户型,全天采光,户型方正视野好","房格局好,通透全明户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%。",,暂无数据,平房,一梯三户,有,,,,,,,
345,上庄农民公寓顶楼复式 老精装 家具家电齐全 拎包入住,75万,6466,金坛区西城街道,上庄农民公寓,5室2厅1厨2卫,高楼层 (共5层),116㎡,暂无数据,南,未知结构,简装,,暂无数据,2024-01-31,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,暂无数据,暂无数据,暂无数据,无,,,,,,,
346,金坛区春草塘2-2-1-1 118.00m²,75.8万,6424,金坛区西城街道,春草塘,2室2厅1厨1卫,中楼层 (共6层),118㎡,暂无数据,南,未知结构,精装,,暂无数据,2024-01-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈 ，满5年，随时可以过户",首套房90平以下成交价的1%，90平以上成交价的1.5%，二套房90平以下1%，以上2%，三套房不论大小均为3%；增值税分析：产证满两年免增值税，未满两年征收5.3%；个税：产证满五而且是唯一一套住房，免收个税，未满5念成交价的1%,,暂无数据,暂无数据,暂无数据,暂无数据,,,,,,,房适合年轻人居住，房子采光好，不临街，社区生活方便，邻里和睦小区内配套齐全，有大型菜市场，公园，医院，出门即是公交站，出行方便！管理以及卫生情况都不错，近小区里有购物点，周末早上小区门口有卖菜的早市，生活便利
347,金坛去颐和世家4-2-1-2 141.00m²,128万,9077,金坛区西城街道,颐和世家,4室2厅1厨2卫,低楼层 (共16层),141.02㎡,暂无数据,南,未知结构,其他,,暂无数据,2024-03-05,商品房,2020-01-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,"业主人很友好、热情,很有诚意出售。欢迎看房,随时恭候户型棒,",,小区环境各方面还是不错的，交通便利，配套齐全。出行便利，小区环境好，绿化高，花草树木一应俱全，空气新鲜,首套房90平以下成交价的1%，90平以上成交价的1.5%，二套房90平以下1%，以上2%，三套房不论大小均为3%；增值税分析：产证满两年免增值税，未满两年征收5.3%；个税：产证满五而且是唯一一套住房，免收个税，未满5年成交价的1%,,暂无数据,暂无数据,二十梯三户,有,,,,,,,房适合年轻人居住，房子采光好，不临街，社区生活方便，邻里和睦小区内配套齐全，有大型菜市场，公园，医院，出门即是公交站，出行方便！管理以及卫生情况都不错，近小区里有购物点，周末早上小区门口有卖菜的早市，生活便利
348,"此房格局好,南北通风户型,全天采光,户型方正视野好",73.8万,6498,金坛区西城街道,春草塘,3室2厅1厨1卫,高楼层 (共6层),113.58㎡,暂无数据,南 北,框架结构,精装,,暂无数据,2024-01-27,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈 ，满5年，随时可以过户",,,暂无数据,板塔结合,暂无数据,无,,,,,,,房适合年轻人居住，房子采光好，不临街，社区生活方便，邻里和睦小区内配套齐全，有大型菜市场，公园，医院，出门即是公交站，出行方便！管理以及卫生情况都不错，近小区里有购物点，周末早上小区门口有卖菜的早市，生活便利
349,文萃苑 3室2厅 南,70万,5834,金坛区西城街道,文萃苑,3室2厅1厨2卫,高楼层 (共6层),120㎡,暂无数据,南,砖混结构,精装,,暂无数据,2024-02-29,商品房,2017-03-08,普通住宅,暂无数据,共有,有抵押,已上传房本照片,,,,,,暂无数据,塔楼,暂无数据,无,,,,,,,
350,凤凰城4楼  2室2厅1厨1卫  毛坯房 有钥匙 看房方便,52.8万,5192,金坛区西城街道,凤凰城,2室2厅1厨1卫,中楼层 (共5层),101.71㎡,暂无数据,南 北,框架结构,毛坯,,暂无数据,2024-02-01,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,暂无数据,平房,暂无数据,暂无数据,,,,,,,
351,"一楼养老房，三房两厅一卫，,全天采光,户型方正。",63.8万,6847,金坛区西城街道,龙山路36号,3室2厅1厨1卫,低楼层 (共5层),93.19㎡,暂无数据,南 北,混合结构,精装,,暂无数据,2024-01-23,商品房,2018-07-11,普通住宅,暂无数据,共有,有抵押 30万元,已上传房本照片,此房满五唯一，一楼带院子。带阳光房，采光充足，交通便利。,,,"首套房90平米以下1%,90平米以上1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年评估价的1%。","业主现换房，诚心出售,证件齐,产权明晰，欢迎看房,随时恭候。",暂无数据,暂无数据,暂无数据,暂无数据,,,,,,,此房适合养老，带小孩，门口就是幼儿园，另外房子带有阳光房和水井生活便利。
352,"此房格局好,南北通风户型,全天采光,户型方正视野好",55.8万,6066,金坛区西城街道,金城镇元巷小区,2室2厅1厨1卫,高楼层 (共11层),92㎡,暂无数据,南,框架结构,精装,,暂无数据,2024-03-06,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,暂无数据,板塔结合,一梯两户,有,,,,,,,
353,五星家园   顶楼复式 4室2厅1厨2卫  精装修 拎包入住,61万,5701,金坛区西城街道,五星家园,4室2厅1厨2卫,高楼层 (共6层),107㎡,暂无数据,南,框架结构,精装,,暂无数据,2024-02-28,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,复式,平房,暂无数据,无,,,,,,,
354,元巷小区 3室2厅1厨1卫 毛坯 电梯房楼层好  看房方便,52.8万,5672,金坛区西城街道,金城镇元巷小区,3室2厅1厨1卫,高楼层 (共11层),93.1㎡,暂无数据,南,未知结构,毛坯,,暂无数据,2023-12-22,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,暂无数据,暂无数据,暂无数据,暂无数据,,,,,,,
