,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,税费解析,交通出行,户型介绍,房源核验码,查询房管备案记录,适宜人群,装修描述,周边配套,小区介绍,权属抵押,用水类型,用电类型,燃气价格,别墅类型
622,蓝光晶曜 次新小区  前排  视野开阔  看房方便,208万,18135,新北区新桥,牡丹蓝光晶曜,3室2厅1厨2卫,高楼层 (共27层),114.7㎡,暂无数据,暂无数据,板楼,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-07-22,商品房,2023-05-17,普通住宅,未满两年,非共有,有抵押 153万元 兴业银行 业主自还,已上传房本照片,此房楼层好 户型好 精装修 随时可看,,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两..,,全明户型，视野开阔    惬意悠享假日生活；户型方正通透  前排无遮挡,,,,房开发商精装修 为居住节约成本和装修时间，北房间可自己装修喜欢风格,,,,,,,
623,此房楼层好 户型好 业主诚售 密码钥匙 随时可看,220万,17250,新北区新桥,弘阳上坤云峯,4室2厅1厨2卫,中楼层 (共31层),127.54㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-09-23,商品房,2022-08-08,普通住宅,未满两年,共有,有抵押,已上传房本照片,房楼层好 户型好 业主诚售 密码钥匙 随时可看,亲和力爆棚的业主，房东不在常州诚心出售，等待有缘人接盘，房屋买卖交易问题可以随时致电垂询。竭诚为您服务。,存量房需要缴纳个人所得税1%。契税若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。不满两年需缴纳5.3%增值税,,全明户型，南北通空间，三开间朝南 惬意悠享假日生活；方正通透 没有浪费面积 功能实用,,,,,,,,,,,
624,高铁新城 常州产权别墅 土建全部完成 看房方便,650万,20062,新北区小新桥,水韵江南,5室3厅1厨4卫,低楼层 (共3层),324㎡,,暂无数据,,南 北,框架结构,毛坯,,,暂无数据,2021-06-27,商品房,暂无数据,别墅,暂无数据,共有,有抵押 客户偿还,未上传房本照片,"1、户型：5室3厅1厨4卫
2、朝向： 南 南北通透、
3、全明户型..",业主诚意出售，手续齐全，价格公道可谈，看房方便，节省您的时间和精力,,,"4、户型方正，布局合理，无浪费面积，值
5、小区安静舒适，环境优美，适宜居住
6.  土建完成 使用面积达大",,,,,,"7. 小区安静舒适，环境优美，适宜居住 
8..小区配套设施完善、环境优美、高档花园洋房，常州产权别墅  
9...物业管规范，安保严格，人文素质高，配套设施..",,,,,联排
625,高铁新城 楼层好 采光刺眼 纯毛坯 随时可看 业主诚售,245万,19919,新北区新桥,碧桂园·翡丽都会,4室2厅1厨2卫,中楼层 (共18层),123㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-09-17,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,采光无遮挡， 毛坯交付可选择各种装修风格 打造温馨小窝,,首套房90平以下1%90平以上契税是1.5%，二套90平以下1%90平以上是2%，三套及以上无论大小是3%，如不满两年增加5.3的增值税。,,,,,孕婴老幼：本房是业主多房，人车分流，人文环境好 首付不高：贷款方式不限，适合首付不多的小两口 家有老人：楼层较低，配套齐全，有菜市场、公园、带电梯、不临街、距离医院近,,生活设施齐 银行 菜场 商场 饮食近在咫尺 生活起居很方便。高架、高铁、高速三位一体，出行方便,,,,,,
626,高铁新城 翡丽都会 楼层好采光刺眼,230万,18549,新北区新桥,碧桂园·翡丽都会,4室2厅2厨2卫,高楼层 (共18层),124㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯两户,有,暂无数据,2023-05-08,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,次新小区，新风系统集中供暖，小区环境优美，中间楼层采光好,,"存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购
房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。
二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税
均按照3%收取。",,"优雅观景卧室，让阳光与清风轻松入户，给诗意生活更添无限情趣；夕阳与晨曦在枕
间悄然停落；让阳光筑慵懒小巢卫浴。",,,,"如果你想亲自装饰自己的爱巢，那么这一套次新小区的纯毛坯，将会是无二
选择，灵动自由的改装空间等待热情四溢的您来改变。",,,,,,,
627,高铁新城 楼层好 采光刺眼 精装交付 随时可看业主诚售,213.8万,19982,新北区新桥,绿地名敦道,3室2厅1厨2卫,高楼层 (共27层),107㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-04-08,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 100万元 / 业主自还,未上传房本照片,采光无遮挡， 户型方正， 精装交付,,首套房90平以下1%90平以上契税是1.5%，二套90平以下1%90平以上是2%，三套及以上无论大小是3%，如不满两年增加5.3的增值税。,,,,,孕婴老幼：本房是业主多房，人车分流，人文环境好 首付不高：贷款方式不限，适合首付不多的小两口 家有老人：楼层较低，配套齐全，有菜市场、公园、带电梯、不临街、距离医院近,,生活设施齐 银行 菜场 商场 饮食近在咫尺 生活起居很方便。高架、高铁、高速三位一体，出行方便,,,,,,
628,高铁新城板块 馨都苑经典三房 可拎包入住,132万,10819,新北区新桥,馨都苑,3室2厅1厨2卫,高楼层 (共33层),122.01㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,两梯五户,有,暂无数据,2023-10-31,商品房,2015-12-22,普通住宅,暂无数据,共有,无抵押,已上传房本照片,全明户型，南北通空间，惬意悠享假日生活,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主家庭和睦，等待有缘人接盘，房屋买卖交易问题可以随时致电垂询。竭诚为您服务。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。即买即享受。 论一位经纪人的自我修养，此房源值得推荐。,,,,,,,,
629,高铁新城 新立名园 楼层好 户型好业主诚售 随时可看,105万,11437,新北区新桥,新立名园,3室2厅1厨1卫,中楼层 (共16层),91.81㎡,暂无数据,75.56㎡,板塔结合,南,钢混结构,简装,一梯两户,有,暂无数据,2023-10-27,商品房,2020-03-23,普通住宅,暂无数据,共有,有抵押 95万元 经营贷 业主自还,已上传房本照片,此房 楼层好 户型好 业主诚心出售 随时可看 业主诚售,亲和力爆棚的业主，诚心置换故此出售，夹杂五味杂陈的个人情感。忍痛挂牌，业主家庭和睦，等待有缘人接盘，房屋买卖交易问题可以随时致电垂询。竭诚为您服务。,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,,,,,发现生活温度，适合刚需、改善、婚房等需求，便拎包入住。论一位经纪人的自我修养，此房源值得推荐。,,,,,,,,
630,地铁口  凤凰名城  双阳台  看房方便,120万,13648,新北区新桥,凤凰名城,2室2厅1厨1卫,高楼层 (共30层),87.93㎡,暂无数据,暂无数据,塔楼,南,钢混结构,毛坯,两梯三户,有,暂无数据,2023-08-30,商品房,2019-05-16,普通住宅,暂无数据,共有,无抵押,已上传房本照片,户型合理 格局方正 没有浪费空间  双阳台,,,,此房户型方正，卧室朝南，双阳台，明厨明卫， 开间大 采光充足位置好，闹中取静，出入方便 ，业主诚心出售,,,,,此房隔壁有大型公园，商场及大型购物，生活配套一应俱全，出行也是相当方便。,,"权属抵押：
权属抵押：贷款情况 业主无抵押 房子里面没有户口，, 售房原因 房东置换 产权清晰",,,,
631,高铁新城 腾龙南苑 不靠高架 房东诚心出售,95万,10920,新北区新桥,腾龙南苑,2室1厅1厨1卫,中楼层 (共8层),87㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-07-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,"：
腾龙南苑 吃住宅，楼层好，视野佳，精装修，出门就是公园",房东诚心出售， 楼层好，视野开阔，随时看房，产权清晰，随时交易过户，交房,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取。,,此房户型好，视野开阔，采光好，房间和卧室都是朝南.适合居住.,,,,,,,,,,,
632,碧桂园壹号天禧 3室2厅 南,253万,21441,新北区新桥,碧桂园壹号天禧,3室2厅1厨2卫,高楼层 (共20层),118㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2023-05-09,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,,,,,,,,,,,,,,,,
633,龙虎塘次新小区 ，从未入住过 中间楼层 看房有钥匙,198万,16666,新北区新桥,碧桂园壹号天禧,3室2厅1厨2卫,中楼层 (共20层),118.81㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-04-26,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,精装修从未入住过中间好楼层看房有钥匙,,90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,地铁一号线北郊站出门即达，公交一应俱全 辽河路、华山路、长江路沪宁高速通达全城，高铁北站等交通工具,,,,,,配套齐全，交通方便。小区旁公交站台近在迟尺，菜场，商 场，人才市场，医院，公园一应俱全,,,,,,
634,房东诚心出售...........,225万,19807,新北区新桥,牡丹蓝光晶曜,3室2厅1厨2卫,低楼层 (共25层),113.6㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-04-07,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,此房楼层好 户型好 精装修 随时可看,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按照3%收取,,全明户型，南北通空间， 惬意悠享假日生活；方正通透..........,,,,,,,,,,,
635,碧桂园 碧玥和鸣 精装三房两厅两卫 有钥匙 看房方便,200万,18459,新北区新桥,碧桂园光明·碧玥和鸣,3室2厅1厨2卫,高楼层 (共27层),108.35㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯一户,有,暂无数据,2023-06-11,商品房,2023-05-09,普通住宅,未满两年,共有,有抵押,已上传房本照片,小区地理位置优越，交通便捷，配套辐射广，设施齐全，生活便利,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理,"1、90平以内首套房契税1%，二套房1%，三套或以上3%            
2、90平以上首套房契税1.5%，二套房2%，三套或以上3%
3、不满两年增值税5.3%，满两年免增值税
4、满五年唯一免个税1%","1、小区生活设施齐全，购物广场，菜市场、银行 交通便捷；地铁一号线 常州高铁北站 龙江高架 
2、小区内有健身器材，小型篮球场，可供小区居民使用；
3、小区内停车位充足，建有地上停车场和地下车库；
4、小区内24小时保安巡逻",,,,,,,,,,,,
636,高铁新城 牡丹晶耀 精装修 4房东 房东诚售,225万,17818,新北区新桥,牡丹蓝光晶曜,4室2厅1厨2卫,低楼层 (共26层),126.28㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-04-24,商品房,2023-04-11,普通住宅,未满两年,非共有,有抵押 95万元 中国银行 业主自还,已上传房本照片,此房楼层好 户型好 精装修 随时可看,,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.3%，满两年免增值税 4、满五年唯一免个税1% 诚意出售，手续齐全，价格公道，看房方便，随时恭候,,全明户型，南北通空间，三开间朝南 惬意悠享假日生活；方正通透,,,,房开发商精装修 为居住节约成本和装修时间，北房间可自己装修喜欢风格,,,,,,,
