,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,税费解析,周边配套,交通出行,小区介绍,户型介绍,别墅类型,售房详情,适宜人群,装修描述,权属抵押,房源核验码,查询房管备案记录,用水类型,用电类型,燃气价格
917,毛坯两房，中间楼层中间户，诚心出售,85万,9177,新北区薛家,顺园八村三期北区,2室2厅1厨1卫,高楼层 (共24层),92.63㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-12-06,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,小区地理位置优越，交通便捷，配套辐射广，设施齐全，生活便利,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%,,,"1
1、小区生活设施齐全，购物广场，菜市场、银行 交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻，欢迎随时电话咨询",户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,,,,,
918,順园九村 嚎华装修大两房 全屋地暖加中空调 拎包入住,96万,10550,新北区薛家,順园九村玉龙社区北区,2室2厅1厨1卫,高楼层 (共22层),91㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-06,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,小区地理位置优越 交通便捷 配套辐射广 设施齐全 生活便利,1  90平以内首套房契税1%二套房1%，三套或以上3%            2  90平以上首套房契税1.5%二套房2%，三套或以上3% 3 不满两年增值税5.3% 满两年免增值税4 满五年唯一免个税1%,,,,"1、户型周正，格局分布合理，空间感好，通透性强，居住舒适；
2、楼层佳，朝向南北，视野开阔，采光透",,业主处理多余房产 诚意出售，手续齐全，价格公道，看房方便，随时恭候,,,,,,,,
919,伊顿小镇别墅  精装修  保养新  有大院子,498万,31125,新北区薛家,伊顿小镇,5室2厅1厨3卫,低楼层 (共4层),160㎡,,暂无数据,,南 北,钢混结构,精装,,,暂无数据,2024-01-16,商品房,2017-02-17,别墅,暂无数据,非共有,有抵押,已上传房本照片,小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 小区地理位置优越，交通便捷，配套辐射广，设施齐全，生活便利,1、小区生活设施齐全，购物广场，菜市场、银行 交通便捷；地铁一号线 常州高铁北站 龙江高架 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,,,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理,,联排,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.3%，满两年免增值税 4、满五年唯一免个税1%,,,,112404992660,小区地理位置优越，交通便捷，配套辐射广，设施齐全，生活便..,,,
920,此房满五唯一，不靠高架，中间楼层,161万,13798,新北区薛家,白马公馆,3室2厅1厨2卫,中楼层 (共33层),116.69㎡,暂无数据,91.31㎡,板楼,南 北,钢混结构,毛坯,两梯四户,有,暂无数据,2024-03-12,商品房,2015-10-09,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房满五唯一，不靠高架，中间楼层,首套房契税是1.5%，二套是2%，三套及以上是3%，如不满两年增加5.3%的增值税,,,,,,诚意出售……欢迎看房……随时恭候……户型棒，成熟小区管理，家里基本都有人,,,业主现诚心出售，证件齐全，产权清晰，欢迎看房，随时恭候，看房提前联系,,,,,
921,白马公馆中间楼层，看房方便，诚心出售,160万,13914,新北区薛家,白马公馆,3室2厅1厨2卫,中楼层 (共33层),115㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,两梯三户,有,暂无数据,2024-03-17,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,彩虹路小区，环境优雅，配套成熟，自带幼儿园，居住舒适,1.90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3%,,小区门口就有公交站，出门龙城大道和龙城大道高架，向东可到新北区天宁区和经开区，南到钟楼区和武进区，西到奔牛机场，北到薛家和沪蓉高速出入口。,白马公馆为绿洲置业又一品牌升级力作，位于飞龙版块地处新北区龙城大道以北，太湖西路与昆仑路交汇处。 会所及沿街组成。满足不同人群的共同梦想居所。高架贯通轻松链接五大区,,,,,,,,,,,
922,聚怡花园精装大两房目前业主自住看房方便,86万,10790,新北区薛家,聚怡花园南区,2室2厅1厨1卫,高楼层 (共16层),79.71㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,一梯三户,有,暂无数据,2024-02-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房楼层好，视野好，目前业主自住看房方便的,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.3%，满两年免增值税 4、满五年唯一免个税1%,,,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,,,,,
923,前排河景房，全天采光，视野开阔,160万,14906,新北区薛家,雅居乐凤凰湖北苑,3室2厅1厨2卫,中楼层 (共18层),107.34㎡,暂无数据,暂无数据,板楼,东南,钢混结构,毛坯,一梯三户,有,暂无数据,2023-12-12,商品房,2020-04-22,普通住宅,暂无数据,共有,无抵押,已上传房本照片,格局通透 双阳台设计高得房率品牌开发商,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.3%，满两年免增值税 4、满五年唯一免个税1%,,,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,,,,,
924,新城•悠活城 3室1厅 南 北,85万,11304,新北区薛家,新城•悠活城,3室1厅1厨1卫,低楼层 (共34层),75.2㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯五户,有,暂无数据,2024-03-17,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 60万元,未上传房本照片,,,,,,,,,,,,,,,,
925,顺园二村 3室2厅 南,89万,6743,新北区薛家,顺园二村,3室2厅1厨2卫,高楼层 (共6层),132㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-12,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,,,,,,,,,,,,,,,,
926,九龙仓荣华里 3室2厅 南,127万,12096,新北区薛家,九龙仓荣华里,3室2厅1厨1卫,低楼层 (共30层),105㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2024-03-15,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,,,,,,,,,,,,,,,,
927,顺园六村步梯5层总高6层纯毛坯空置中有钥匙看房,53万,6327,新北区薛家,顺园六村,2室2厅1厨1卫,高楼层 (共6层),83.77㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房楼层好，低总价，目前空置中，业主诚售,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.3%，满两年免增值税 4、满五年唯一免个税1%,,,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,,,,,
928,凤凰湖壹号三房两卫 看房方便有钥匙,150万,10639,新北区薛家,佳兆业凤凰湖壹号,3室2厅1厨2卫,高楼层 (共34层),141㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2024-02-28,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房视野宽阔 采光充足 诚心出售 装修现代风格 价格美丽小区..,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率）， 若买方此次购房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税均按.,小区门口自带中型生活集市，烟酒店等，小区南边是耶鲁双语幼儿园和飞龙实验小 学和飞龙实验中 学，往东太湖路上有，农业银行，邮政银行，中国银行，工商银行，三井医院，飞龙吾悦，万达广场，府琛广场等,小区出门向南200米就是龙城大道高架，上下班高峰可避免拥堵，出行便利，门口天山路主干道向北1000米可到万达商圈,,,,,,,,,,,,
929,此房不靠高架，毛坯，有钥匙，看房方便,113万,12022,新北区薛家,白马公馆,2室2厅1厨1卫,高楼层 (共34层),94㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,暂无数据,2024-02-21,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,此房不靠高架，毛坯，有钥匙，看房方便,房子涉及税费包括个税契税，个税房东1个点，满五唯一则免，契税90平以下1个点，90平以上，首套1.5，二套2个点，三套及以上不论面积，3个点,,小区楼下马路旁有公交，南面有龙城大道和龙城大道高架，向东可到新北区天宁区和经开区，向南到钟楼区和武进区，向西到奔牛机场，向北到薛家和沪蓉高速出入口,白马公馆为绿洲置业又一品牌升级力作，位于飞龙版块地处新北区龙城大道以北，太湖西路与昆仑路交汇处。总建筑面积约34万方，由16栋高层、 会所及沿街组成。88-140㎡创梦空间，满足不同人群的共同梦想居所。高架贯通轻松链接五大区，小区的会所,,,,,,,,,,,
930,白马公馆 3室2厅 南,100万,11364,新北区薛家,白马公馆,3室2厅1厨1卫,低楼层 (共33层),88㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,暂无数据,2024-03-03,商品房,2019-03-06,普通住宅,暂无数据,共有,暂无数据,已上传房本照片,,,,,,,,,,,,,,,,
931,顺园二村 3室2厅 南,89万,6743,新北区薛家,顺园二村,3室2厅1厨2卫,高楼层 (共6层),132㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-12,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,,,,,,,,,,,,,,,,
932,新城•悠活城 3室1厅 南 北,85万,11304,新北区薛家,新城•悠活城,3室1厅1厨1卫,低楼层 (共34层),75.2㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯五户,有,暂无数据,2024-03-17,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 60万元,未上传房本照片,,,,,,,,,,,,,,,,
933,白马公馆 3室2厅 南,132万,10590,新北区薛家,白马公馆,3室2厅1厨2卫,高楼层 (共33层),124.65㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2024-03-01,商品房,2017-01-03,普通住宅,暂无数据,共有,有抵押 30万元,已上传房本照片,,,,,,,,,,,,,,,,
934,聚怡花园精装大两房目前业主自住看房方便,86万,10790,新北区薛家,聚怡花园南区,2室2厅1厨1卫,高楼层 (共16层),79.71㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,一梯三户,有,暂无数据,2024-02-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房楼层好，视野好，目前业主自住看房方便的,1、90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.3%，满两年免增值税 4、满五年唯一免个税1%,,,1、小区边生活设施齐全，、菜市场、银行、交通便捷； 2、小区内有健身器材，小型篮球场，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,1、户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮； 3、小区环境优美，绿化面积覆盖高，干净整洁，内有健身器材和娱乐广场，物业服务态度好； 4、小区地理位置优越，交通便捷,,,,,,,,,,
