,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,户型介绍,售房详情,税费解析,周边配套,房源核验码,查询房管备案记录,小区介绍,适宜人群,权属抵押,装修描述,交通出行,别墅类型,用水类型,用电类型,燃气价格
2091,万科四季雅苑三室两厅一卫 前排无遮挡户型方正 采光好,75万,8120,金坛区东城街道,四季雅苑4区,3室2厅1厨1卫,低楼层 (共24层),92.37㎡,暂无数据,暂无数据,板楼,南,框架结构,毛坯,两梯两户,有,暂无数据,2024-02-28,商品房,2022-01-10,普通住宅,暂无数据,非共有,有抵押 55,已上传房本照片,此房 南北通风格局 前排无遮挡 采光好 视野开阔 毛坯房 可操..大,,,契税：首套房90平以下 1%，90平以上 1.5%。 二套房90平以下1%，90平以上2%。三套房不论面积统一3%。 增值税：满两年不论面积全免，不满两年收全额的5.6%。 个人所得税：满两年1%，满五年且唯一全免。,,,,,,贷款抵押：目前房屋有50多万贷款抵押，现在可以带押过户！ 此房还有几个月满二,,金武快速路旁，交通便利，往东距常州市区半小时车程，往西距离吾悦广场也就三首歌的时间,,,,
2092,地理位置优越，环境舒适，交通便捷,98万,10538,金坛区东城街道,四季雅苑1区,3室2厅1厨1卫,中楼层 (共20层),93㎡,暂无数据,暂无数据,板塔结合,南,框架结构,精装,两梯五户,有,暂无数据,2023-12-08,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 40万元 公积金15万商贷25万 业主自还,未上传房本照片,此房户型好 干湿分离 已满二随时看房好过户,小区环境优美，次新房，小区配套齐全，菜场，菜鸟驿站，直上华罗庚，小区楼下就是幼儿园,,契税：首套房90平以下 1%，90平以上 1.5%。 二套房90平以下1%，90平以上2%。 三套房不论面积统一3%。 增值税：满两年不论面积全免，不满两年收全额的5.6%。 个人所得税：满两年1%，满五年且唯一全免,,,,此小区是新小区，环境优美，交通便利，物业管理优秀，人车分流安全可靠,,,,,,,,
2093,万科洋房顶楼复式楼，看房方便。,149.8万,11704,金坛区东城街道,四季雅苑4区,4室2厅1厨2卫,高楼层 (共6层),128㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-09,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,洋房顶楼复式楼，户型好，采光也好。看房子方便,"户型周正,这边环境好首付不高：贷款方式不限，配套齐全，小吃街，菜市场、公园、大型商场、不临街，适宜年轻人格局分布合理,空间感好,通透性强,居住舒适;2、楼层佳,朝向南北,视野开阔,采光透亮",房主现在在别的地方购置了新房，本房闲置没有人居住了，所以打算出售，买了立即可以办理过户等相关流程,,,,,房子是朝南的三居室，主卧阳台，格局方正，好利用，此房好楼层，不临街，采光视野开,,,,,,,,
2094,华庭嘉园 5室2厅 南 北,86.8万,5356,金坛区东城街道,华庭嘉园,5室2厅1厨2卫,高楼层 (共9层),162.08㎡,暂无数据,暂无数据,塔楼,南 北,框架结构,毛坯,两梯两户,有,暂无数据,2023-12-17,商品房,2017-12-08,普通住宅,暂无数据,共有,无抵押,已上传房本照片,,,,,,,,,,,,,,,,
2095,"此房格局好,南北通风户型,全天采光,户型方正视野好",36.8万,1937,金坛区东城街道,晨风小区,4室2厅1厨2卫,高楼层 (共6层),190㎡,暂无数据,暂无数据,板塔结合,南,框架结构,简装,暂无数据,暂无数据,暂无数据,2023-12-08,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,"：
此房格局好,南北通风户型,全天采光,户型方正视野好","房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈",,,,,,,"此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同",,,,,,
2096,保利紫荆公馆 3室2厅 南,139.8万,11265,金坛区东城街道,保利紫荆公馆,3室2厅1厨2卫,中楼层 (共11层),124.11㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-02-25,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
2097,吾悦华府 3室2厅 南,145万,12499,金坛区东城街道,吾悦华府,3室2厅1厨2卫,高楼层 (共32层),116.01㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,暂无数据,2024-03-21,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,,,,,,,,,,,,,,,,
2098,金玉华府 3室2厅 东南,105万,9039,金坛区东城街道,金玉华府,3室2厅1厨1卫,低楼层 (共17层),116.17㎡,暂无数据,暂无数据,板楼,东南,框架结构,其他,两梯三户,有,暂无数据,2024-03-17,商品房,2020-07-01,普通住宅,暂无数据,共有,无抵押,已上传房本照片,,,,,,,,,,,,,,,,
2099,金谷华城金禧园   爬楼复试    四室 两厅 两卫,78.8万,4296,金坛区东城街道,金禧园(金坛市),4室2厅1厨2卫,高楼层 (共5层),183.44㎡,暂无数据,暂无数据,板塔结合,南 北,框架结构,简装,暂无数据,暂无数据,暂无数据,2024-03-18,商品房,2018-09-04,普通住宅,暂无数据,共有,无抵押,已上传房本照片,次房满五唯一，采光好，生活出行都方便，,,业主在常州，不在金坛发展，所以打算把房子卖了置换，有钥匙，看房方便,契税：首套房90平以下 1%，90平以上 1.5%。二套房90平以下1%，90平以上2%。三套房不论面积统一3%。 增值税：满两年不论面积全免，不满两年收全额的5.6%。 个人所得税：满两年1%，满五年且唯一全免,,,,,,房子没有任何抵押贷款，可以随时过户贷款，看房方便，业主全程陪同,,,,,,
2100,业主诚心出售 有密码 随时看房,80万,7701,金坛区东城街道,万达光语未来,3室2厅1厨2卫,低楼层 (共25层),103.89㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-04,商品房,2024-02-03,普通住宅,未满两年,共有,有抵押 66万元 业主自还,已上传房本照片,"业主人很友好、热情,很有诚意出售。欢迎看房,随时恭候户型棒,",,,首套房90平以下成交价的1%，90平以上成交价的1.5%，二套房90平以下1%，以上2%，三套房不论大小均为3%；增值税分析：产证满两年免增值税，未满两年征收5.3%；个税：产证满五而且是唯一一套住房，免收个税，未满5年成交价的1%,,,,小区环境各方面还是不错的，交通便利，配套齐全。出行便利，小区环境好，绿化高，花草树木一应俱全，空气新鲜,房适合年轻人居住，房子采光好，不临街，社区生活方便，邻里和睦小区内配套齐全，有大型菜市场，公园，医院，出门即是公交站，出行方便！管理以及卫生情况都不错，近小区里有购物点，周末早上小区门口有卖菜的早市，生活便利,,,,,,,
2101,城南花园 步梯顶楼复式 195平 精装 带车库13平,118.8万,5938,金坛区东城街道,城南花园,5室2厅1厨2卫,高楼层 (共6层),200.09㎡,暂无数据,暂无数据,塔楼,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-03-16,商品房,2024-03-18,普通住宅,未满两年,非共有,无抵押,已上传房本照片,城南花园 段玉裁 大面积 顶复 带车库一起出售,"格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫，",,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;
增值税分析:产证满2年免收增值 税,未满2年征收5.3%;
个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%。",,,,,,"此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同",,,,,,
2102,此房格局好，户型好，全天采光，户型方正视野好,80万,8603,金坛区东城街道,四季雅苑4区,3室2厅1厨1卫,中楼层 (共32层),93㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,两梯四户,有,暂无数据,2024-03-12,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房格局好，户型好，全天采光，户型方正视野好,"房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈",契税:A首套90平以下1%B首套90平以上1.5%C二套90平以下1%D二套90平以上 2%E三套都是3%增值税:满两年免征不满2年权额征收5.3%个人所得税:不满5 年征1%,,,,,,,,,,,,
2103,此房格局好，户型好，全天采光，户型方正视野好,81万,8710,金坛区东城街道,万科公园大道,3室2厅1厨1卫,低楼层 (共29层),93㎡,暂无数据,暂无数据,板塔结合,南,框架结构,毛坯,两梯六户,有,暂无数据,2024-01-17,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房格局好，户型好，全天采光，户型方正视野好,"房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫","业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈",契税:A首套90平以下1%B首套90平以上1.5%C二套90平以下1%D二套90平以上 2%E三套都是3%增值税:满两年免征不满2年权额征收5.3%个人所得税:不满5 年征1%,,,,,,,,,,,,
2104,四季雅苑1区 3室1厅 南,86.8万,8755,金坛区东城街道,四季雅苑1区,3室1厅1厨1卫,中楼层 (共20层),99.15㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2024-02-19,商品房,2020-12-25,普通住宅,暂无数据,非共有,有抵押 47万元 中信 业主自还,已上传房本照片,,,,,,,,,,,,,,,,
2105,近吾悦 稀有一楼带院子 院内有井 看中价可谈,55.8万,7056,金坛区东城街道,北戴新村,3室1厅1厨1卫,低楼层 (共5层),79.09㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2024-02-23,商品房,2004-09-17,普通住宅,暂无数据,共有,无抵押,已上传房本照片,"此房格局好,南北通风户型，采光好。",,"业主现诚心出售,证件齐,欢迎看房,随时恭候,如看中房子,价格可谈。","首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5年成交价的1%",,,,,,"此房产权清晰,房源真实,业主诚心出售,看房方便,过户全程陪同",,,,,,
2106,金江南苑  两室两厅一卫 93.00m²,71.8万,7947,金坛区东城街道,金江南苑,2室2厅1厨1卫,中楼层 (共10层),90.35㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-03-17,商品房,2024-03-18,普通住宅,未满两年,共有,无抵押,已上传房本照片,此房满二 房东精装修三室两厅一卫 南北通风格局 视野开阔 ..,户型介绍 此房 两室一卫 客厅朝南 南北通风格局 明厨明卫干湿分离,,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5年成交价的1%",,,,,房适合年轻人居住，房子采光好，不临街，社区生活方便，邻里和睦小区内配套齐全，有大型菜市场，公园，出门即是公交站，出行方便！管理以及卫生情况都不错，近小区里有购物点，周末早上小区门口有卖菜的早市，生活便利。,,,,,,,
2107,急卖万科叠墅 164平5室2厅3卫 2个产权车位只要180万,190万,11586,金坛区东城街道,四季雅苑1区,5室2厅1厨3卫,低楼层 (共8层),164㎡,暂无数据,暂无数据,暂无数据,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,采光好，，看房子方便，看中价格可以再谈,,房东在外地发展，不打算回金坛，顾出售此房。以变现为主，房子南北通风，通风效果好。看中房子价格可以谈,"契税分析:首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年税少 ,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,,,"区环境优美,舒适安静适宜居住,出门即有公交菜场,银行美食等人文素养好,居民乐于助人,相处和谐",,,,,,,,
2108,房子真实出售  看房提前预约价格可谈,148.8万,11625,金坛区东城街道,金坛碧桂园二区,3室2厅1厨2卫,中楼层 (共33层),128㎡,暂无数据,暂无数据,塔楼,南 北,框架结构,精装,两梯三户,有,暂无数据,2024-02-26,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,金坛碧桂园  地段好 生活方便 交通便利,"房格局好,南北通风户型,全天采光,户型方正视野好,干湿分离,明厨明卫",,"首套房90平米以下成交价的1%,90平米以上成交价的1.5%,二套房90 平以下1%,以上2%,三套房不论大小均为3%;增值税分析:产证满2年免收增值 税,未满2年征收5.3%;个税:产证满五年而且是唯套住房,免收个税,未满5 年成交价的1%",,,,,,,,,,,,
2109,红星·铂悦风华3-2-1-1 98.00m² 102 万,102万,10426,金坛区东城街道,红星·铂悦风华,3室2厅1厨1卫,中楼层 (共27层),97.84㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-01-06,商品房,2023-07-31,普通住宅,未满两年,共有,无抵押,已上传房本照片,楼层好，采光好，前后无遮挡，出行方便,,,契税：首套房90平以下 1%，90平以上 1.5%。二套房90平以下1%，90平以上2%。三套房不论面积统一3%。 增值税：满两年不论面积全免，不满两年收全额的5.6%。 个人所得税：满两年1%，满五年且唯一全免。,,,,物业管理规范，24小时安保，小区干净整洁，素质住户，有健身区和儿童游乐区,人车分流，人文环境好，贷款方式不限，适合首付不多的小两口，配套齐全，有菜市场，公园,,,,,,,
2110,万科四区 后一排 前面洋房无遮挡 好楼层采光无遮挡,72.8万,7839,金坛区东城街道,四季雅苑4区,3室2厅1厨1卫,中楼层 (共32层),92.87㎡,暂无数据,暂无数据,板塔结合,南,框架结构,毛坯,两梯四户,有,暂无数据,2024-01-26,商品房,2022-07-01,普通住宅,未满两年,非共有,有抵押 50万元 中信 业主自还,已上传房本照片,此房户型方正 干湿分离 不满二   可协议付款，给了首付就交房,房子户型方方正正干湿分离 ，3室2厅1卫布局合理落地窗大阳台,,首套房90平以下成交价的1%，90平以上成交价的1.5%，二套房90平以下1%，以上2%，三套房不论大小均为3%；增值税分析：产证满两年免增值税，未满两年征收5.3%；个税：产证满五而且是唯一一套住房，免收个税，未满5年成交价的1%,,,,小区环境优美，次新房，小区配套齐全，菜场，菜鸟驿站，直上华罗庚，小区楼下就是幼儿园,,,,,,,,
